Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26653,5/26/22,"R.L. Vallee, Inc.",Electronic,Yes,3,Yes,Yes,,,Yes,,
26652,5/26/22,Aon Plc,Electronic,Yes,648,Yes,,Yes,,Yes,,
26651,5/26/22,Schneck Medical Center,Electronic,Yes,9,Yes,Yes,Yes,Yes,,,
26640,5/26/22,Salem Five Cents Savings Bank,Electronic,,78,,,,Yes,,,
26639,5/26/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26638,5/26/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26632,5/26/22,Salem Five Cents Savings Bank,Electronic,,48,,,,Yes,,,
26650,5/27/22,Adams Community Bank,Electronic,,4,,,,Yes,,,
26649,5/27/22,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
26648,5/27/22,Massachusetts General Hospital,Electronic,Yes,1,,Yes,,,,,
26647,5/27/22,Franklin International,Electronic,Yes,2,Yes,,,,Yes,,
26646,5/27/22,Library of Congress Federal Credit Union,Electronic,,1,Yes,Yes,,,Yes,,
26645,5/27/22,Compressed Gas Association,Electronic,Yes,1,Yes,,,,Yes,,
26644,5/27/22,ATW Companies,Electronic,Yes,10,Yes,,,,Yes,,
26643,5/27/22,"Abbate Insurance Associates, Inc.",Electronic,Yes,12,,,Yes,,,,
26642,5/27/22,"Acorda Therapeutics, Inc.",Electronic,,132,Yes,Yes,Yes,,Yes,,
26641,5/27/22,"Perkins & Company, PC",Electronic,,3,Yes,Yes,Yes,,Yes,,
26660,5/31/22,"Associated Ophthalmologists of Kansas City, P.C.",Electronic,,1,Yes,,,,Yes,,
26658,5/31/22,Dagle Electrical Construction Corp.,Electronic,Yes,460,Yes,,Yes,,Yes,,
26657,5/31/22,"Arc-Com Fabrics, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
26701,6/1/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26675,6/1/22,"Private Client Services, LLC",Electronic,Yes,893,Yes,Yes,Yes,,Yes,,
26674,6/1/22,"Germain Automotive Partnership, Inc.",Electronic,Yes,6,Yes,,Yes,Yes,Yes,,
26659,6/1/22,"Beacon Hospice, L.L.C.",Paper,Yes,14,Yes,,Yes,,Yes,,
26697,6/2/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26673,6/2/22,St. Mary's Credit Union,Electronic,,11,,,,Yes,,,
26672,6/2/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
26671,6/2/22,SAVERS BANK,Electronic,,4,,,,Yes,,,
26670,6/2/22,SAVERS BANK,Electronic,,4,,,,Yes,,,
26669,6/2/22,The Rothman Orthopaedic Institute,Paper,Yes,2,,Yes,,Yes,Yes,,
26668,6/2/22,The Lincoln National Life Insurance Company,Electronic,Yes,1,Yes,,,,Yes,,
26667,6/2/22,Century Gaming Inc.,Electronic,Yes,1,Yes,Yes,,,Yes,,
26666,6/2/22,The Lanier Law Firm,Electronic,Yes,550,Yes,Yes,,Yes,Yes,,
26665,6/2/22,"Integrated Data Services, Inc.",Electronic,Yes,63,Yes,Yes,Yes,,Yes,,
26664,6/2/22,Prothena Biosciences Inc.,Electronic,Yes,7,Yes,,,,Yes,,
26663,6/2/22,Rainier Arms,Electronic,Yes,325,,,,Yes,,,
26683,6/3/22,Hinkle Law Firm LLC,Electronic,Yes,2,Yes,,,,Yes,,
26682,6/3/22,"On Deck Capital, Inc.",Electronic,,1191,Yes,Yes,Yes,Yes,Yes,,
26681,6/3/22,"Reid and Riege, P.C.",Electronic,Yes,4,Yes,Yes,,,Yes,,
26679,6/3/22,Pyramid Consulting Group,Electronic,Yes,58,Yes,,,,Yes,,
26678,6/3/22,Varsity Tutors LLC,Electronic,Yes,823,,,Yes,,Yes,,
26677,6/3/22,McLean Hospital,Paper,Yes,1,,,,Yes,Yes,,
26676,6/3/22,Global Wireless Solutions,Electronic,,14,Yes,Yes,Yes,,Yes,,
26662,6/3/22,"ECS Tuning, LLC operating as Rennline Automotive",Electronic,,262,,,,Yes,,,
26661,6/3/22,The Village Bank,Electronic,,21,,Yes,,Yes,,,
26707,6/6/22,Salem Five Cents Savings Bank,Electronic,,47,,,,Yes,,,
26706,6/6/22,Northern Bank & Trust Company,Both,Yes,10,Yes,Yes,Yes,,Yes,,
26703,6/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26702,6/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26700,6/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26699,6/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26698,6/6/22,Mutual One Bank,Electronic,,1,,,,,,,
26696,6/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26695,6/6/22,Massachusetts Executive Office of Health and Human Services,Electronic,Yes,1,Yes,,,,Yes,,
26694,6/6/22,"Griffin Greenhouse Supplies, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
26693,6/6/22,Quad Plus,Electronic,Yes,3,Yes,Yes,,Yes,Yes,,
26692,6/6/22,Coastal Realty Capital d/b/a Maine Capital Group,Electronic,Yes,33,Yes,Yes,Yes,Yes,Yes,,
26691,6/6/22,The Roman Catholic Diocese of Syracuse,Electronic,Yes,10,Yes,,,,Yes,,
26689,6/6/22,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
26684,6/6/22,SAVERS BANK,Electronic,,1,,,,Yes,,,
26680,6/6/22,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
26736,6/7/22,St. Lucie County Tax Collector,Electronic,Yes,4,,,Yes,,,,
26735,6/7/22,Infotek Consulting Services Inc,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26734,6/7/22,Wymar Federal Credit Union,Electronic,Yes,1,,Yes,,,,,
26733,6/7/22,Numrich Gun Parts Corporation,Electronic,Yes,482,,,,Yes,,,
26732,6/7/22,Central Florida Inpatient Medicine,Electronic,Yes,29,Yes,,,,Yes,,
26705,6/7/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26704,6/7/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26690,6/7/22,"Metro Builders Supply, Inc. d/b/a Metro Appliances & More",Electronic,Yes,1,Yes,Yes,,,Yes,,
26688,6/7/22,Schaumburg Park District,Electronic,Yes,3,Yes,Yes,,,Yes,,
26687,6/7/22,Webster Five Cents Savings Bank,Electronic,,8,,,,Yes,,,
26686,6/7/22,Beth Israel Deaconess Medical Center,Electronic,Yes,1,Yes,,,,Yes,,
26685,6/7/22,Rockland Trust,Electronic,Yes,1,Yes,,Yes,Yes,Yes,,
26731,6/8/22,Bell Tower Home Health Care,Electronic,Yes,1,Yes,,Yes,,Yes,,
26730,6/8/22,"Hancock Survey Associates, Inc.",Electronic,Yes,15,Yes,,,,Yes,,
26729,6/8/22,"Wilkins Recreational Vehicles, Inc.",Electronic,Yes,48,Yes,,Yes,Yes,Yes,,
26728,6/8/22,"CorVel Enterprise Comp., Inc.",Electronic,Yes,1,Yes,,,,Yes,,
26727,6/8/22,First Community Bank,Electronic,Yes,1,Yes,,,,Yes,,
26726,6/8/22,Texas Tech University Health Sciences Center,Electronic,,194,Yes,,Yes,,Yes,,
26725,6/8/22,"Choice Health Insurance, LLC",Electronic,Yes,14,Yes,,,,Yes,,
26724,6/8/22,MetroWest Medical Center,Electronic,Yes,8,,,,,,,
26723,6/8/22,"Freedman HealthCare, LLC",Electronic,Yes,2,Yes,,,,Yes,,
26722,6/8/22,"HCMC Legal, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
26709,6/8/22,Brigham Women's Hospital,Electronic,Yes,1,,,,,,,
26708,6/8/22,Mass General Brigham Salem,Electronic,,1,Yes,,,,Yes,,
26721,6/9/22,Cetera Financial Group,Electronic,,62,Yes,,,,Yes,,
26720,6/9/22,"MedQIA, LLC",Electronic,Yes,1,,Yes,,,,,
26710,6/9/22,St. Anne's Credit Union,Paper,,55,,Yes,,Yes,Yes,,
26719,6/10/22,"Robbins, Kelly, Patterson & Tucker",Electronic,Yes,4,Yes,Yes,Yes,Yes,Yes,,
26718,6/10/22,Corridor Capital,Electronic,Yes,5,Yes,Yes,,,Yes,,
26717,6/10/22,J Wavro Associates Inc. & J. Wavro Property Management Company,Electronic,Yes,15,Yes,Yes,Yes,Yes,Yes,,
26716,6/10/22,"90 Degree Benefits, Inc.",Electronic,Yes,750,Yes,,,,Yes,,
26715,6/10/22,Webster Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
26714,6/10/22,"MCG Health, LLC",Electronic,Yes,1330,Yes,,,,Yes,,
26713,6/11/22,Danaher Corporation,Electronic,,530,Yes,,,,Yes,,
26712,6/11/22,"North American Rescue, LLC",Electronic,Yes,78,,,,Yes,Yes,,
26739,6/13/22,"Fieldpoint Private Holdings, Inc.",Electronic,Yes,39,Yes,Yes,Yes,Yes,Yes,,
26738,6/13/22,"Meier Supply Company, Inc.",Electronic,Yes,6,Yes,,Yes,,Yes,,
26737,6/13/22,Simpson University,Electronic,Yes,4,Yes,,,,Yes,,
26711,6/13/22,WINCHESTER SAVINGS BANK,Electronic,,6,,,,Yes,,,
26355,6/13/22,St. Mary's Credit Union,Electronic,,1,,,,,,,
26321,6/13/22,Sears Law Office,Electronic,Yes,389,Yes,Yes,Yes,Yes,Yes,,
26757,6/14/22,Robert Half International Inc.,Electronic,Yes,18,Yes,,,,Yes,,
26756,6/14/22,Noll Law Office,Electronic,Yes,2,Yes,,Yes,,Yes,,
26751,6/14/22,"JPMorgan Chase Bank, N.A.",Paper,,1,,Yes,,,,,Yes
26750,6/14/22,Shields Health Care Group Inc.,Electronic,Yes,688855,Yes,,,,,,
26749,6/14/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26748,6/14/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26747,6/14/22,DiversiTech Corporation,Electronic,Yes,1,Yes,,,,Yes,,
26746,6/14/22,Faulkner University,Electronic,Yes,58,Yes,,,,Yes,,
26745,6/14/22,Eastern Bank,Electronic,,26,,,,Yes,,,
26744,6/14/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26743,6/14/22,"Compañia Panameña de Aviacion, S.A.",Electronic,Yes,2,,,Yes,,Yes,,
26742,6/14/22,"Ameriprise Financial, Inc.",Electronic,Yes,112,Yes,Yes,,,Yes,,
26741,6/14/22,"Quality Temporary Services, Inc",Electronic,Yes,12,Yes,Yes,Yes,,Yes,,
26740,6/14/22,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
26795,6/15/22,"City of Hobart, Indiana",Electronic,Yes,3,Yes,Yes,,Yes,Yes,,
26761,6/15/22,Resolute Health Hospital,Electronic,Yes,13,Yes,,,,Yes,,
26755,6/15/22,The Village Bank,Electronic,,1,,,,Yes,,,
26754,6/15/22,Baptist Medical Center,Electronic,Yes,245,Yes,,,,Yes,,
26752,6/15/22,SAVERS BANK,Electronic,,1,,,,Yes,,,
26764,6/16/22,Phelps County Regional Medical Center d/b/a Phelps Health,Electronic,,2,Yes,,,,Yes,,
26763,6/16/22,"Brorson & Associates, P.C.",Electronic,Yes,3,Yes,,,,Yes,,
26762,6/16/22,Main Street Bank,Electronic,,1,,,,Yes,,,
26760,6/16/22,"American Express Travel Related Services Company, Inc.",Electronic,,465,,,,Yes,,,
26759,6/16/22,Town of Andover,Electronic,Yes,5,Yes,,Yes,,Yes,,
26758,6/16/22,"Guardian Fueling Technologies, LLC",Electronic,Yes,2,Yes,,Yes,,Yes,,
26776,6/17/22,Salem Five Cents Savings Bank,Electronic,,8,,,,Yes,,,
26775,6/17/22,"Flagstar Bank, FSB",Electronic,Yes,11369,Yes,Yes,,,Yes,,
26774,6/17/22,Minuteman Senior Services,Electronic,Yes,191,Yes,Yes,,Yes,Yes,,
26773,6/17/22,"Delta Group Electronics, Inc.",Electronic,Yes,2,Yes,,Yes,,Yes,,
26772,6/17/22,Academy Sports + Outdoors,Electronic,Yes,2,Yes,,Yes,,Yes,,
26771,6/17/22,"Tosoh America, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
26770,6/17/22,"Premere Infinity Rehab, LLC",Electronic,,62,Yes,Yes,Yes,,Yes,,
26769,6/17/22,Epson Portland Inc.,Electronic,Yes,1,Yes,,,,Yes,,
26765,6/18/22,"First Burkburnett Bancshares, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
27837,6/20/22,Community of Hope D.C.,Electronic,Yes,2,,Yes,,,Yes,,
26789,6/20/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
26768,6/20/22,PREISZ FINANCIAL,Electronic,Yes,2,Yes,,,,Yes,,
26792,6/21/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
26791,6/21/22,Auxiliary Campus Enterprises and Services,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26790,6/21/22,"O'Brien Wealth Partners, LLC",,Yes,607,Yes,Yes,,,Yes,,
26782,6/21/22,Massachusetts General Hospital,Electronic,Yes,1,Yes,Yes,,,Yes,,
26781,6/21/22,"Randall-Reilly, LLC",Electronic,,115,Yes,,Yes,,Yes,,
26780,6/21/22,Salem Five Cents Savings Bank,Electronic,,5,,,,Yes,,,
26779,6/21/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26778,6/21/22,"Pape-Dawson Engineers, Inc",Electronic,Yes,1,Yes,,,,Yes,,
26777,6/21/22,Riverbend Funding/Praxis Capital,Electronic,Yes,29,Yes,,,,Yes,,
26767,6/21/22,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
26766,6/21/22,Salem Five Cents Savings Bank,Electronic,,86,,,,Yes,,,
26810,6/22/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26788,6/22/22,"Opportunity Works, Inc.",Electronic,,200,Yes,,Yes,,Yes,,
26787,6/22/22,"Seigfreid Bingham, PC",Electronic,Yes,1,Yes,,Yes,Yes,Yes,,
26786,6/22/22,"Mason Tenders' District Council Welfare Fund, Annuity Fund, and Pension Fund",Electronic,Yes,86,Yes,,,,Yes,,
26785,6/22/22,Diligent Corporation,Electronic,Yes,11,Yes,,,,Yes,,
26784,6/22/22,"New Schryver, LLC d/b/a TridentCare",Electronic,Yes,2,Yes,,,,Yes,,Yes
26798,6/23/22,Great Smoky Mountains Association,Electronic,Yes,30,,,,Yes,,,
26797,6/23/22,Garlock Printing,Electronic,Yes,10,Yes,,,,Yes,,
26796,6/23/22,"Build-It Construction Services, Inc.",Electronic,Yes,5,Yes,,Yes,,Yes,,
26793,6/23/22,Resort Hotel Association,Electronic,Yes,2,Yes,,Yes,,,,
26783,6/23/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
26803,6/24/22,Enloe Inc.,Electronic,Yes,6,Yes,,,,Yes,,
26802,6/24/22,"Center for Sight, Inc.",Electronic,,34459,Yes,,,,Yes,,
26801,6/24/22,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
26800,6/24/22,Schylling Inc,Electronic,Yes,50,Yes,,,,Yes,,
26799,6/24/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
27949,6/26/22,"JPMorgan Chase Bank, N.A",Electronic,Yes,1,,Yes,,,,,
26818,6/27/22,Churchill Mortgage Corporation,Electronic,,2,Yes,Yes,,,Yes,,
26817,6/27/22,"Acts Retirement Services, Inc. and Affiliates",Electronic,Yes,80,Yes,Yes,,,Yes,,
26816,6/27/22,Harrison French & Associates Ltd.,Electronic,,89,Yes,Yes,Yes,,Yes,,
26815,6/27/22,Nations Lending Corporation,Electronic,,43,Yes,Yes,Yes,,Yes,,
26814,6/27/22,"Solomon & Company CPA, Inc.",Electronic,,254,Yes,Yes,,,Yes,,
26813,6/27/22,Guggenheim Partners LLC,Electronic,,12,Yes,Yes,,,Yes,,
26812,6/27/22,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
26811,6/27/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26809,6/27/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26808,6/27/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26807,6/27/22,Bay State Bank,Paper,Yes,2,Yes,,,,Yes,,
26806,6/27/22,"Proliant Settlement Systems, LLC",Electronic,,22,Yes,Yes,Yes,Yes,Yes,,
26805,6/27/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
26804,6/27/22,The Village Bank,Electronic,,1,,,,Yes,,,
26822,6/28/22,Massachusetts Department of Unemployment Assistance,Both,Yes,1,Yes,,Yes,,Yes,,
26821,6/28/22,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26820,6/28/22,"Jordan Health Products, LLC d/b/a/ Avante Health Solutions",Electronic,,17,Yes,Yes,Yes,Yes,Yes,,
26819,6/28/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
26830,6/29/22,Digital Insurance LLC d/b/a/ OneDigital,Electronic,,247,Yes,,,,Yes,,
26829,6/29/22,Safety Insurance Company,Electronic,,19,,,Yes,,Yes,,
26828,6/29/22,Arrowood LLP,Electronic,Yes,50,Yes,Yes,Yes,Yes,Yes,,
26826,6/29/22,Town of Millis Ambulance Service,Electronic,,3148,Yes,,Yes,,Yes,,
26825,6/29/22,Superalloy Manufacturing Solutions Corporation,Electronic,Yes,14,Yes,,,,Yes,,
26824,6/29/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,Yes,,,,Yes,,
27839,6/30/22,The Village Bank,Electronic,,1,,,,Yes,,,
27838,6/30/22,St. Marys Credit Union,Electronic,,3,,,,Yes,,,
27836,6/30/22,Salem Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
26863,6/30/22,The Energy Cooperative,Electronic,Yes,11,Yes,,,,Yes,,
26862,6/30/22,Michigan Avenue Immediate Care,Electronic,Yes,783,Yes,,Yes,,Yes,,
26861,6/30/22,HP Hood LLC,Electronic,Yes,177,Yes,Yes,Yes,Yes,Yes,,
26860,6/30/22,"American Express Travel Related Services Company, Inc.",Electronic,,10,,,,Yes,,,
26859,6/30/22,"Pet Food Experts, LLC",Electronic,Yes,151,Yes,,Yes,,Yes,,
26857,6/30/22,Virginia Commonwealth University Health,Electronic,Yes,5,Yes,,,,Yes,,
26856,7/1/22,"American Express Travel Related Services Company, Inc.",Electronic,,114,,,,Yes,,,
26855,7/1/22,SAVERS BANK,Electronic,,1,,,,Yes,,,
26854,7/1/22,"Bergen's Promise, Inc.",Electronic,Yes,9,Yes,,Yes,,Yes,,
26853,7/1/22,"Professional Finance Company, Inc.",Electronic,Yes,4224,Yes,,,,Yes,,
26852,7/1/22,"Lightfoot, Franklin & White, LLC",Electronic,Yes,13,Yes,,Yes,,Yes,,
26851,7/1/22,"American Express Travel Related Services Company, Inc",Electronic,,18,,,,Yes,,,
26845,7/1/22,"Habasit America, Inc.",Electronic,Yes,8,Yes,Yes,Yes,Yes,Yes,,
26844,7/1/22,East West Family of Companies,Electronic,Yes,14,Yes,,,,Yes,,
26843,7/1/22,"ATC Healthcare Services, LLC",Electronic,Yes,12,Yes,,Yes,,,,
26842,7/1/22,"J. Morita USA, Inc.",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
26841,7/1/22,"Carolina Behavioral Health Alliance, LLC",Electronic,Yes,52,Yes,,,,Yes,,
26840,7/1/22,Beauty Plus Trading Co. Inc,Electronic,Yes,25,Yes,Yes,Yes,Yes,Yes,,
26839,7/1/22,"WellDyneRx, LLC",Electronic,Yes,129,Yes,,Yes,,Yes,,
26838,7/5/22,"Zola, Inc.",Electronic,Yes,107,,,,Yes,,,
26837,7/5/22,Bank of America,Paper,Yes,1,Yes,,,,,,
26836,7/5/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
26835,7/5/22,"Woodinville Whiskey Company, LLC",Electronic,,1,,,,Yes,Yes,,
26834,7/5/22,Iron Workers Local Union No. 3,Electronic,Yes,7,Yes,,,,Yes,,
26833,7/5/22,Southwest Health Center,Electronic,Yes,4,Yes,,,,Yes,,
26832,7/5/22,Florida Birth-Related Neurological Injury Compensation Association,Electronic,Yes,1,Yes,,,,Yes,,
27835,7/6/22,Association for Behavioral Healthcare,Electronic,Yes,2,Yes,,Yes,,Yes,,
27834,7/6/22,"Mafcote, Inc.",Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
27833,7/6/22,"Sixt Rent-a-Car, LLC",Electronic,Yes,56,Yes,Yes,Yes,,Yes,,
27832,7/6/22,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,,,Yes,,,,
27831,7/6/22,"Howard, Kohn, Sprague & Fitzgerald, LLP",Electronic,Yes,2,Yes,,Yes,,Yes,,
26858,7/6/22,Department of Family and Medical Leave,Electronic,Yes,3,Yes,,,,Yes,,
26850,7/6/22,"Kinkead & Stilz, PLLC",Electronic,Yes,3,Yes,Yes,,,Yes,,
26849,7/6/22,Dedham Savings,Electronic,,39,,,,Yes,,,
26848,7/6/22,Melrose Housing Authority,Paper,Yes,38,Yes,,,,,,
26847,7/6/22,Main Street Bank,Electronic,,3,,Yes,,Yes,,,
26846,7/6/22,"Smith, Gambrell & Russell, LLP",Electronic,Yes,760,Yes,,Yes,,Yes,,
26831,7/6/22,"Child & Family Services, Inc.",Electronic,Yes,1681,Yes,Yes,Yes,,Yes,,
27871,7/7/22,"Prysmian Cables and Systems USA, LLC d/b/a Prysmian Group",Electronic,,14,Yes,,,,Yes,,
27841,7/7/22,Salem Five Cents Savings Bank,Paper,,1,,Yes,,,,,
27840,7/7/22,"BMS CAT, Inc.",Electronic,Yes,22,Yes,Yes,,Yes,Yes,,
26827,7/7/22,Watertown Savings Bank,Electronic,,9,,Yes,,Yes,,,
27857,7/8/22,"City Harvest, Inc.",Electronic,Yes,212,Yes,Yes,Yes,Yes,Yes,,
27856,7/8/22,South Shore Bank,Paper,,1,,Yes,,,Yes,,
27855,7/8/22,Green Mountain Electric Supply,Electronic,Yes,2,,,Yes,,Yes,,
27854,7/8/22,Central Licensing Bureau,Electronic,Yes,1,Yes,,Yes,,Yes,,
27853,7/8/22,"Chefs' Toys, LLC",Electronic,Yes,52,,,,Yes,,,
27846,7/8/22,Cape Cod Five,Electronic,Yes,1,,Yes,,,,,
27845,7/8/22,North American Spine Society,Electronic,Yes,105,Yes,Yes,Yes,Yes,Yes,,
27844,7/8/22,The People Concern,Electronic,Yes,1,Yes,,Yes,,Yes,,
27843,7/8/22,Associated Eye Care,Electronic,,2,Yes,,,,Yes,,
27842,7/8/22,Princeton University,Electronic,Yes,548,Yes,,,,Yes,,
27852,7/11/22,The Village Bank,Electronic,,1,,,,Yes,,,
27851,7/11/22,Eagle Bank,Electronic,,3,,,,Yes,,,
27850,7/11/22,"Nautic Partners, LLC",Electronic,Yes,7,Yes,Yes,,Yes,Yes,,
27849,7/11/22,"BC International Group, Inc.",Electronic,Yes,23,Yes,,,,Yes,,
27848,7/11/22,"Afni, Inc.",Electronic,Yes,2892,Yes,Yes,,Yes,Yes,,
27847,7/11/22,"Warner Norcross and Judd, LLP",Electronic,Yes,1157,Yes,Yes,,,Yes,,
27882,7/12/22,Benson Health,Electronic,Yes,1,Yes,,,,Yes,,
27881,7/12/22,Webster Five Cents Savings Bank,Electronic,,31,,,,Yes,,,
27869,7/12/22,"MKRDY Ogunquit, LLC",Electronic,Yes,33,Yes,,,,Yes,,
27860,7/12/22,"LendingTree, LLC",Electronic,Yes,1903,Yes,,,,Yes,,
27859,7/12/22,"Kevin Wolf, DPM d/b/a Goldsboro Podiatry",Electronic,,3,Yes,,,,Yes,,
27858,7/12/22,"Blue Cross and Blue Shield of Massachusetts, Inc.",Electronic,,3561,Yes,,,,Yes,,
27880,7/13/22,"Falcon Technologies, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
27879,7/13/22,"Dr. Michelle A. Rivera, M.D. d/b/a Arlington Skin",Electronic,,11,Yes,,,,Yes,,
27878,7/13/22,"Lincoln Investment Planning, LLC",Electronic,Yes,891,Yes,Yes,,,Yes,,
27877,7/13/22,The de Paul School,Electronic,,2,,Yes,,,Yes,,
27876,7/13/22,Fidelity Investments,Paper,Yes,2,Yes,,,,Yes,,
27875,7/13/22,"Lawson Products, Inc.",Electronic,Yes,77,Yes,Yes,Yes,Yes,Yes,,
27874,7/13/22,Fidelity Investments,Paper,Yes,2,Yes,,,,Yes,,
27873,7/13/22,KMJ Corbin & Company LLP,Electronic,Yes,9,Yes,,,,Yes,,
27868,7/13/22,American Trading and Production Corporation,Electronic,Yes,1,,,Yes,,Yes,,
27867,7/13/22,"Allied Urological Services, LLC",Electronic,Yes,11,Yes,Yes,Yes,Yes,Yes,,
27866,7/13/22,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
27865,7/13/22,Klein DeNatale Goldner,Electronic,Yes,6,Yes,,Yes,Yes,Yes,,
27864,7/13/22,Amica,Electronic,Yes,1,,,Yes,,Yes,,
27863,7/13/22,Peterson International Underwriters,Electronic,Yes,629,Yes,Yes,,Yes,Yes,,
27862,7/13/22,InnerWorkings Inc,Electronic,,51,Yes,,Yes,,Yes,,
27861,7/13/22,Main Street Bank,Electronic,,2,,Yes,,Yes,,,
27887,7/14/22,Heritage Life Insurance Company,Electronic,,2099,Yes,Yes,Yes,,Yes,,
27886,7/14/22,"Johnson O'Hare Company, Inc.",Electronic,Yes,268,Yes,,Yes,Yes,Yes,,
27885,7/14/22,"Centerspace, LP",Electronic,Yes,29,Yes,Yes,Yes,,Yes,,
27872,7/14/22,The Cooperative Bank of Cape Cod,Electronic,,271,,,,Yes,,,
27870,7/14/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
27901,7/15/22,The Village Bank,Electronic,,1,,,,Yes,,,
27900,7/15/22,President and Fellows of Harvard College,Electronic,Yes,5,,Yes,,,Yes,,
27899,7/15/22,The American Dental Association,Electronic,Yes,1,Yes,,,,Yes,,
27898,7/15/22,"AFD Contract Furniture, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
27897,7/15/22,"Trade-PMR, Inc.",Electronic,Yes,27,Yes,Yes,,,Yes,,
27896,7/15/22,Northcentral University,Electronic,Yes,12,Yes,,,,Yes,,
27895,7/15/22,"Ardagh Glass, Inc.",Electronic,Yes,46,Yes,Yes,Yes,,Yes,,
27894,7/15/22,"CIS Group, LLC",Electronic,Yes,10,Yes,,,,Yes,,
27888,7/15/22,Gas South LLC,Electronic,Yes,6,Yes,,,,Yes,,
27884,7/15/22,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
27883,7/15/22,"Flexi-Van Holdings, LLC",Electronic,Yes,3,,,Yes,,Yes,,
27905,7/18/22,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
27903,7/18/22,"Notorious Topco, LLC DBA Beauty Industry Group, Inc",Electronic,Yes,1,Yes,,,,Yes,,
27902,7/18/22,AllOne Health,Electronic,Yes,749,Yes,,Yes,,Yes,,
27893,7/18/22,WINCHESTER SAVINGS BANK,Electronic,,9,,,,Yes,,,
27892,7/18/22,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
27891,7/18/22,"Dow & Condon, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
27890,7/18/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
27889,7/18/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
27911,7/19/22,"PPA Holdings, Inc.",Electronic,Yes,759,,,,Yes,,,
27904,7/19/22,Atlantic Coast Athletic Clubs,Electronic,Yes,11,Yes,,,,Yes,,
