,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Organization Categories
16188,0.0,1.0,0.0,0.0,2019-12-24,Rockland Trust Company,True,3.0,False,True,False,False,True,False,False,Corporation
16189,0.0,1.0,0.0,0.0,2019-12-24,"Charles Schwab & Co., Inc.",False,2.0,False,True,False,False,False,False,False,Corporation
16190,0.0,1.0,0.0,0.0,2019-12-24,Unum Group,True,13.0,True,False,False,False,True,False,False,Other
16191,0.0,1.0,0.0,0.0,2019-12-26,"Equian, LLC",True,2.0,True,False,False,False,True,False,False,Corporation
16192,0.0,1.0,0.0,0.0,2019-12-26,Xpedient Logistics,True,7.0,False,False,True,False,True,False,False,Other
16193,0.0,1.0,0.0,0.0,2019-12-27,Savers Bank,False,2.0,False,False,False,True,False,False,False,Finance
16194,0.0,0.0,1.0,0.0,2019-12-27,Salem Five Cents Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
16195,0.0,1.0,0.0,0.0,2019-12-27,"Acrisure, LLC",True,1.0,False,False,False,True,True,False,False,Corporation
16196,0.0,1.0,0.0,0.0,2019-12-27,ST. MARY'S CREDIT UNION,False,2.0,False,True,False,False,False,False,False,Healthcare
16197,0.0,1.0,0.0,0.0,2019-12-30,The Village Bank,False,5.0,False,False,False,True,False,False,False,Finance
16198,0.0,1.0,0.0,0.0,2019-12-30,"Vantage Builders, Inc",False,0.0,False,True,False,False,False,False,False,Corporation
16199,0.0,1.0,0.0,0.0,2019-12-30,"ACTIVE Network, LLC",False,5.0,False,False,False,True,True,False,False,Corporation
16200,0.0,1.0,0.0,0.0,2019-12-30,FC Compassus LLC,True,1.0,False,True,False,False,False,False,False,Corporation
16201,0.0,1.0,0.0,0.0,2019-12-30,North Park University,True,33.0,True,True,True,False,True,False,False,Other
16202,0.0,1.0,0.0,0.0,2019-12-31,"Landry's, Inc.",True,1.0,False,False,False,True,False,False,False,Corporation
16203,0.0,1.0,0.0,0.0,2019-12-31,Evolucion Innovations Inc.,True,41.0,False,False,False,True,False,False,False,Corporation
16204,0.0,1.0,0.0,0.0,2019-12-31,"Legalinc Corporate Services, Inc.",True,41.0,True,False,False,False,True,False,False,Corporation
16205,0.0,1.0,0.0,0.0,2020-01-02,North Shore Medical Center,True,1.0,True,False,False,False,True,False,False,Technology
16206,0.0,1.0,0.0,0.0,2020-01-02,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
16207,0.0,1.0,0.0,0.0,2020-01-02,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16208,0.0,1.0,0.0,0.0,2020-01-02,Main Street Bank,False,1.0,False,False,False,True,False,False,False,Finance
16209,0.0,0.0,1.0,0.0,2020-01-02,Main Street Bank,False,1.0,False,False,False,True,False,False,False,Finance
16210,0.0,0.0,1.0,0.0,2020-01-02,Rockland Trust Company,True,1.0,False,True,False,False,False,False,False,Corporation
16211,0.0,0.0,1.0,0.0,2020-01-02,"American Express Travel Related Services Company, Inc",False,16.0,False,False,False,True,False,False,False,Technology
16212,0.0,1.0,0.0,0.0,2020-01-02,Plancorp LLC,True,2.0,True,True,False,False,True,False,False,Corporation
16213,0.0,1.0,0.0,0.0,2020-01-02,"American Express Travel Related Services Company, Inc.",False,2.0,False,False,False,True,False,False,False,Technology
16214,0.0,0.0,1.0,0.0,2020-01-02,"Robbins Brothers Jewelry, Inc.",True,1.0,False,False,True,False,True,False,False,Corporation
16215,0.0,0.0,1.0,0.0,2020-01-02,"American Express Travel Related Services Company, Inc",False,4.0,False,False,False,True,False,False,False,Technology
16216,0.0,1.0,0.0,0.0,2020-01-02,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
16217,0.0,1.0,0.0,0.0,2020-01-02,Rockland Trust company,False,1.0,False,True,False,False,True,False,False,Corporation
16218,0.0,1.0,0.0,0.0,2020-01-02,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
16219,0.0,1.0,0.0,0.0,2020-01-03,Pacific Life Insurance Company,False,2.0,True,False,False,False,True,False,False,Finance
16220,0.0,1.0,0.0,0.0,2020-01-03,City of Holyoke Gas & Electric Department,False,41.0,False,False,False,True,True,False,False,Other
16221,0.0,1.0,0.0,0.0,2020-01-03,"Vivo Capital, LLC",True,1.0,True,False,False,False,True,False,False,Technology
16222,0.0,0.0,1.0,0.0,2020-01-03,"States Logistics Services, Inc.",True,1.0,False,True,False,False,True,False,False,Corporation
16223,0.0,1.0,0.0,0.0,2020-01-03,Energy One Federal Credit Union,True,1.0,False,True,False,False,False,False,False,Healthcare
16224,0.0,1.0,0.0,0.0,2020-01-04,Greater Atlanta Christian School,False,1.0,True,False,False,False,True,False,False,Other
16225,0.0,1.0,0.0,0.0,2020-01-04,"Florida Gulf Coast University Foundation, Inc.",False,41.0,False,True,False,False,True,False,False,Corporation
16226,0.0,1.0,0.0,0.0,2020-01-05,"HelloTech, Inc.",True,41.0,False,False,True,False,True,False,False,Technology
16227,0.0,1.0,0.0,0.0,2020-01-05,Somerset Berkley Regional High School,True,41.0,True,False,True,True,True,False,False,Other
16228,0.0,1.0,0.0,0.0,2020-01-06,St. Mary's Credit Union,False,41.0,False,True,False,True,False,False,False,Healthcare
16229,0.0,0.0,1.0,0.0,2020-01-06,Main Street Bank,False,1.0,False,False,False,True,False,False,False,Finance
16230,0.0,1.0,0.0,0.0,2020-01-06,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16231,0.0,1.0,0.0,0.0,2020-01-06,Bank of America,True,1.0,True,True,False,False,True,False,False,Technology
16232,0.0,1.0,0.0,0.0,2020-01-06,AmeriSave Mortgage Corporation,False,41.0,True,False,False,False,True,False,False,Finance
16233,0.0,1.0,0.0,0.0,2020-01-06,National Electrical Contractors Association,True,2.0,True,False,False,True,True,False,False,Technology
16234,0.0,1.0,0.0,0.0,2020-01-06,"American Express Travel Related Services Company, Inc.",False,41.0,False,False,False,True,False,False,False,Technology
16236,0.0,1.0,0.0,0.0,2020-01-06,Discover Financial Services,False,2.0,True,True,False,False,True,False,False,Healthcare
16237,0.0,0.0,1.0,0.0,2020-01-06,Rockland Trust,True,1.0,False,True,False,False,True,False,False,Other
16238,0.0,1.0,0.0,0.0,2020-01-07,Owens Community College,True,1.0,True,False,False,False,True,False,False,Corporation
16239,0.0,1.0,0.0,0.0,2020-01-07,Brigham and Women's Hospital,True,1.0,True,False,False,False,True,False,False,Other
16240,0.0,1.0,0.0,0.0,2020-01-07,Tabor Dental Associates,True,1.0,True,True,True,True,True,False,False,Healthcare
16241,0.0,1.0,0.0,0.0,2020-01-07,ExamOne (a Quest Diagnostics company),True,1.0,True,False,True,False,True,False,False,Healthcare
16242,0.0,1.0,0.0,0.0,2020-01-07,Watertown Savings Bank,False,9.0,False,False,False,True,False,False,False,Finance
16243,0.0,1.0,0.0,0.0,2020-01-07,Georgetown Day School,False,5.0,True,False,False,False,True,False,False,Corporation
16244,0.0,1.0,0.0,0.0,2020-01-08,"American Express Travel Related Services Company, Inc.",False,41.0,False,False,False,True,False,False,False,Technology
16245,0.0,1.0,0.0,0.0,2020-01-08,"Charles Schwab & Co., Inc.",False,1.0,False,True,False,False,False,False,False,Corporation
16246,0.0,1.0,0.0,0.0,2020-01-08,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16247,0.0,0.0,1.0,0.0,2020-01-08,HRB Tax Group Inc.,True,5.0,True,False,False,False,True,False,False,Finance
16248,0.0,1.0,0.0,0.0,2020-01-08,"American Express Travel Related Services Company, Inc",False,41.0,False,False,False,True,False,False,False,Technology
16249,0.0,1.0,0.0,0.0,2020-01-08,Savers Bank,False,2.0,False,False,False,True,False,False,False,Finance
16250,0.0,1.0,0.0,0.0,2020-01-08,The Cooperative Bank of Cape Cod,False,41.0,False,False,False,True,False,False,False,Technology
16251,0.0,1.0,0.0,0.0,2020-01-09,Salem Five Cents Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
16252,0.0,0.0,1.0,0.0,2020-01-09,Salem Five Cents Savings Bank,False,6.0,False,False,False,True,False,False,False,Finance
16253,0.0,1.0,0.0,0.0,2020-01-09,The Village Bank,False,3.0,False,False,False,True,False,False,False,Finance
16254,0.0,1.0,0.0,0.0,2020-01-09,"SharesPost, Inc.",True,41.0,True,True,False,False,True,False,False,Corporation
16255,0.0,1.0,0.0,0.0,2020-01-09,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
16256,0.0,1.0,0.0,0.0,2020-01-09,American Outdoor Brands Corporation,True,20.0,False,True,False,False,True,False,False,Technology
16257,0.0,1.0,0.0,0.0,2020-01-09,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
16258,0.0,1.0,0.0,0.0,2020-01-09,National Holdings Corporation,True,41.0,True,True,True,False,True,False,False,Corporation
16259,0.0,1.0,0.0,0.0,2020-01-10,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",False,5.0,False,False,False,True,False,False,False,Technology
16260,0.0,1.0,0.0,0.0,2020-01-10,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
16261,0.0,1.0,0.0,0.0,2020-01-10,"Gatsby Enterprises, Inc.",True,10.0,True,False,False,False,False,False,False,Corporation
16262,0.0,1.0,0.0,0.0,2020-01-10,The City of Dothan,False,2.0,False,False,False,True,True,False,False,Other
16263,0.0,1.0,0.0,0.0,2020-01-10,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16264,0.0,1.0,0.0,0.0,2020-01-10,The City of Port Orange,False,9.0,False,False,False,True,True,False,False,Other
16265,0.0,1.0,0.0,0.0,2020-01-10,"Health Quest Systems, Inc.",True,41.0,True,True,True,True,True,False,False,Technology
16266,0.0,1.0,0.0,0.0,2020-01-10,PIH Health,True,12.0,False,False,True,False,False,False,False,Healthcare
16267,0.0,0.0,1.0,0.0,2020-01-13,"Swift Financial, LLC",True,1.0,False,True,False,False,True,False,False,Healthcare
16268,0.0,1.0,0.0,0.0,2020-01-13,Winged Keel Group,True,6.0,True,False,True,False,True,False,False,Other
16269,0.0,1.0,0.0,0.0,2020-01-14,Decron Properties Corporation,True,9.0,True,True,True,False,True,False,False,Corporation
16270,0.0,1.0,0.0,0.0,2020-01-14,City of Bend,False,2.0,False,False,False,True,True,False,False,Other
16271,0.0,1.0,0.0,0.0,2020-01-15,Salem Five Cents Savings Bank,False,3.0,False,False,False,True,False,False,False,Finance
16272,0.0,1.0,0.0,0.0,2020-01-15,"Psy Therapeutics, Inc.",False,1.0,True,False,False,False,True,False,False,Corporation
16273,0.0,1.0,0.0,0.0,2020-01-15,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16274,0.0,1.0,0.0,0.0,2020-01-15,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
16275,0.0,1.0,0.0,0.0,2020-01-15,"Legalinc Corporate Services, Inc.",True,23.0,True,False,False,False,True,False,False,Corporation
16276,0.0,0.0,1.0,0.0,2020-01-15,"AgencyONE, LLC",True,41.0,True,True,True,False,True,False,False,Corporation
16277,0.0,0.0,1.0,0.0,2020-01-16,Eagle Bank,False,1.0,False,False,False,True,False,False,False,Finance
16278,0.0,0.0,1.0,0.0,2020-01-16,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
16279,0.0,0.0,1.0,0.0,2020-01-16,Massachusetts General Hospital,True,1.0,False,False,False,False,False,False,False,Other
16280,0.0,0.0,1.0,0.0,2020-01-16,The National Association of Manufacturers,True,4.0,True,True,False,True,True,False,False,Other
16281,0.0,1.0,0.0,0.0,2020-01-16,"Kayne Anderson Capital Advisors, L.P.",True,4.0,True,False,False,False,True,False,False,Technology
16282,0.0,1.0,0.0,0.0,2020-01-16,Northerner Scandinavia AB,True,41.0,False,False,False,True,False,False,False,Technology
16283,0.0,1.0,0.0,0.0,2020-01-17,THE VILLAGE BANK,False,26.0,False,False,False,True,False,False,False,Finance
16284,0.0,1.0,0.0,0.0,2020-01-17,Eagle Bank,False,9.0,False,False,False,True,False,False,False,Finance
16285,0.0,1.0,0.0,0.0,2020-01-17,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",False,36.0,False,False,False,True,False,False,False,Technology
16286,0.0,1.0,0.0,0.0,2020-01-17,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",False,2.0,False,False,False,True,False,False,False,Technology
16287,0.0,1.0,0.0,0.0,2020-01-17,Kermit Lynch Wine Merchant,True,1.0,False,False,False,True,False,False,False,Other
16288,0.0,1.0,0.0,0.0,2020-01-17,St. Marys Credit Union,False,24.0,False,False,False,True,False,False,False,Healthcare
16289,0.0,1.0,0.0,0.0,2020-01-17,Main Street Bank,False,1.0,False,False,False,True,False,False,False,Finance
16290,0.0,1.0,0.0,0.0,2020-01-17,"J.D. England Management, Inc.",True,39.0,False,False,True,False,True,False,False,Corporation
16291,0.0,1.0,0.0,0.0,2020-01-17,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16292,0.0,1.0,0.0,0.0,2020-01-17,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
16293,0.0,1.0,0.0,0.0,2020-01-17,Rockland Trust Co,True,1.0,False,True,False,False,True,False,False,Corporation
16294,0.0,1.0,0.0,0.0,2020-01-17,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
16295,0.0,1.0,0.0,0.0,2020-01-17,Honeybee Health,True,22.0,False,False,False,True,False,False,False,Healthcare
16296,0.0,1.0,0.0,0.0,2020-01-20,Delta Dental of Massachusetts,True,16.0,True,False,False,False,True,False,False,Healthcare
16297,0.0,1.0,0.0,0.0,2020-01-20,"The UPS Store, Inc.",True,41.0,True,True,True,True,True,False,False,Corporation
16298,0.0,0.0,1.0,0.0,2020-01-21,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
16299,0.0,1.0,0.0,0.0,2020-01-21,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
16300,0.0,1.0,0.0,0.0,2020-01-21,Main Street Bank,False,41.0,False,False,False,True,False,False,False,Finance
16301,0.0,1.0,0.0,0.0,2020-01-21,Braintrust Software LLC dba The Braintrust Consulting Group,True,2.0,False,False,False,True,False,False,False,Technology
16302,0.0,1.0,0.0,0.0,2020-01-21,Mutual One Bank,False,7.0,False,False,False,True,False,False,False,Finance
16303,0.0,1.0,0.0,0.0,2020-01-21,"Sunshine Behavioral Health Group, LLC",True,41.0,False,True,False,True,True,False,False,Healthcare
16304,0.0,1.0,0.0,0.0,2020-01-21,St Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
16305,0.0,1.0,0.0,0.0,2020-01-22,"American Express Travel Related Services Company, Inc.",False,10.0,False,False,False,True,False,False,False,Technology
16306,0.0,1.0,0.0,0.0,2020-01-22,ST MARYS CREDIT UNION,False,41.0,False,False,False,True,False,False,False,Healthcare
16307,0.0,1.0,0.0,0.0,2020-01-22,Dedham Savings,False,1.0,False,False,False,True,False,False,False,Finance
16308,0.0,1.0,0.0,0.0,2020-01-22,Dedham Savings,False,3.0,False,False,False,True,False,False,False,Finance
16309,0.0,1.0,0.0,0.0,2020-01-22,Dedham Savings,False,1.0,False,False,False,True,False,False,False,Finance
16310,0.0,1.0,0.0,0.0,2020-01-22,Dedham Savings,False,2.0,False,False,False,True,False,False,False,Finance
16311,0.0,1.0,0.0,0.0,2020-01-22,Dedham Savings,False,37.0,False,False,False,True,False,False,False,Finance
16312,0.0,1.0,0.0,0.0,2020-01-22,Dedham Savings,False,41.0,False,False,False,True,False,False,False,Finance
16313,0.0,1.0,0.0,0.0,2020-01-22,The Village Bank,False,41.0,False,False,False,True,False,False,False,Finance
16314,0.0,1.0,0.0,0.0,2020-01-22,"Transamerica, LLC and its affiliates",False,11.0,True,False,False,False,True,False,False,Technology
16315,0.0,1.0,0.0,0.0,2020-01-22,The Village Bank,False,4.0,False,False,False,True,False,False,False,Finance
16316,0.0,1.0,0.0,0.0,2020-01-22,Rockland Trust Company,False,1.0,False,True,False,False,True,False,False,Corporation
16317,0.0,1.0,0.0,0.0,2020-01-22,"REVA, Inc.",True,7.0,True,False,False,False,True,False,False,Corporation
16318,0.0,1.0,0.0,0.0,2020-01-22,Rosen Sapperstein & Friedlander LLC,True,1.0,True,False,False,False,True,False,False,Corporation
16319,0.0,1.0,0.0,0.0,2020-01-22,Lincoln National Life Insurance Company,True,41.0,True,False,False,False,True,False,False,Finance
16320,0.0,1.0,0.0,0.0,2020-01-23,Dedham Savings,False,1.0,False,False,False,True,False,False,False,Finance
16321,0.0,1.0,0.0,0.0,2020-01-24,Salem Five Cents Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
16322,0.0,1.0,0.0,0.0,2020-01-24,PeoplesBank,True,1.0,True,True,False,False,True,False,False,Finance
16323,0.0,1.0,0.0,0.0,2020-01-24,Discover Financial Services,False,1.0,True,True,False,False,True,False,False,Healthcare
16324,0.0,1.0,0.0,0.0,2020-01-24,WINCHESTER SAVINGS BANK,False,1.0,False,False,False,True,False,False,False,Finance
16325,0.0,0.0,1.0,0.0,2020-01-24,St. Marys Credit Union,False,3.0,False,False,False,True,False,False,False,Healthcare
16326,0.0,1.0,0.0,0.0,2020-01-24,Main Street Bank,False,1.0,False,False,False,True,False,False,False,Finance
16327,0.0,0.0,1.0,0.0,2020-01-24,"AmeriHealth Caritas Louisiana, Inc.",True,1.0,True,False,False,False,True,False,False,Technology
16328,0.0,1.0,0.0,0.0,2020-01-24,Pacific Specialty Insurance Company,True,1.0,True,False,True,False,True,False,False,Finance
16329,0.0,1.0,0.0,0.0,2020-01-24,"Travel Tripper, LLC",True,1.0,False,False,False,True,True,False,False,Corporation
16330,0.0,1.0,0.0,0.0,2020-01-26,NBKC Bank,True,24.0,True,True,False,False,True,False,False,Finance
16331,0.0,1.0,0.0,0.0,2020-01-27,"American Express Travel Related Services Company, Inc",False,5.0,False,False,False,True,False,False,False,Technology
16332,0.0,1.0,0.0,0.0,2020-01-27,"American Express Travel Related Services Company, Inc.",False,1.0,False,False,False,True,False,False,False,Technology
16333,0.0,1.0,0.0,0.0,2020-01-27,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
16334,0.0,1.0,0.0,0.0,2020-01-27,Main Street Bank,False,41.0,False,False,False,True,False,False,False,Finance
16335,0.0,1.0,0.0,0.0,2020-01-27,Allways Health Partners,True,8.0,False,False,False,False,True,False,False,Healthcare
16336,0.0,1.0,0.0,0.0,2020-01-28,St. Marys Credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
16337,0.0,1.0,0.0,0.0,2020-01-28,Stone Mountain Memorial Association,True,1.0,True,False,False,False,True,False,False,Other
16338,0.0,1.0,0.0,0.0,2020-01-29,Rockland Trust Co,True,2.0,False,True,False,False,True,False,False,Corporation
16339,0.0,1.0,0.0,0.0,2020-01-29,Main Street Bank,False,2.0,False,False,False,True,False,False,False,Finance
16340,0.0,1.0,0.0,0.0,2020-01-29,The Stow Company,True,4.0,True,False,False,False,True,False,False,Corporation
16341,0.0,1.0,0.0,0.0,2020-01-30,Ameriprise Financial Inc.,True,2.0,True,False,False,False,True,False,False,Healthcare
16342,0.0,1.0,0.0,0.0,2020-01-30,"Massey Services, Inc.",True,21.0,True,True,True,False,True,False,False,Corporation
16343,0.0,1.0,0.0,0.0,2020-01-30,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16344,0.0,1.0,0.0,0.0,2020-01-30,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16345,0.0,1.0,0.0,0.0,2020-01-30,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16346,0.0,1.0,0.0,0.0,2020-01-30,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16347,0.0,0.0,1.0,0.0,2020-01-30,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16348,0.0,1.0,0.0,0.0,2020-01-30,Commonwealth of Massachusetts Department of Revenue,True,22.0,True,True,False,False,True,False,False,Corporation
16349,0.0,1.0,0.0,0.0,2020-01-30,"Rainbow Finance, LLC",True,9.0,True,True,True,False,True,False,False,Finance
16350,0.0,1.0,0.0,0.0,2020-01-30,New Studio Architecture,True,3.0,True,True,False,False,True,False,False,Technology
16351,0.0,0.0,1.0,0.0,2020-01-31,"American Express Travel Related Services Company, Inc",False,1.0,False,False,False,True,False,False,False,Technology
16352,0.0,1.0,0.0,0.0,2020-01-31,Public Storage,True,1.0,False,False,False,True,False,False,False,Other
16353,0.0,1.0,0.0,0.0,2020-01-31,Patriot Community Bank,True,41.0,True,True,False,False,True,False,False,Finance
16354,0.0,1.0,0.0,0.0,2020-01-31,"William Rawn Associates, Architects, Inc.",True,20.0,True,True,True,True,True,False,False,Technology
16355,0.0,1.0,0.0,0.0,2020-01-31,Webster Five Cents Savings Bank,False,4.0,False,False,False,True,False,False,False,Finance
16356,0.0,1.0,0.0,0.0,2020-01-31,Salem Five Cents Savings Bank,False,3.0,False,False,False,True,False,False,False,Finance
16357,0.0,1.0,0.0,0.0,2020-01-31,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16358,0.0,1.0,0.0,0.0,2020-01-31,"Golden Entertainment, Inc.",True,10.0,True,False,True,True,True,False,False,Corporation
16359,0.0,1.0,0.0,0.0,2020-01-31,Rockland Trust Company,True,2.0,False,True,False,False,True,False,False,Corporation
16360,0.0,1.0,0.0,0.0,2020-01-31,St Marys Credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
16361,0.0,1.0,0.0,0.0,2020-01-31,UniBank for Savings,False,2.0,False,True,False,False,False,False,False,Finance
16362,0.0,1.0,0.0,0.0,2020-02-02,"Fellowship Health Resources, Inc.",True,1.0,True,False,False,False,True,False,False,Healthcare
16363,0.0,1.0,0.0,0.0,2020-02-03,Winchester Savings Bank,False,3.0,False,True,False,True,False,False,False,Finance
16364,0.0,1.0,0.0,0.0,2020-02-03,Vinfen Corporation,True,1.0,True,False,False,False,True,False,False,Corporation
16365,0.0,1.0,0.0,0.0,2020-02-03,The Village Bank,False,5.0,False,False,False,True,False,False,False,Finance
16366,0.0,1.0,0.0,0.0,2020-02-03,Jackson National Life Insurance Company,True,5.0,False,True,False,False,False,False,False,Finance
16367,0.0,1.0,0.0,0.0,2020-02-03,"Peabody Properties, Inc.",True,9.0,True,False,False,False,True,False,False,Corporation
16368,0.0,1.0,0.0,0.0,2020-02-03,American First Finance Inc.,True,4.0,True,True,True,False,True,False,False,Technology
16369,0.0,1.0,0.0,0.0,2020-02-03,Executive Office of Health & Human Services Office of Medicaid,False,1.0,True,False,False,False,False,False,False,Technology
16370,0.0,1.0,0.0,0.0,2020-02-04,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
16371,0.0,1.0,0.0,0.0,2020-02-04,Deaf Services Unlimited,False,23.0,True,True,False,False,True,False,False,Corporation
16372,0.0,1.0,0.0,0.0,2020-02-04,Personal Touch Holding Corp.,False,41.0,True,False,True,False,True,False,False,Corporation
16373,0.0,1.0,0.0,0.0,2020-02-05,Watertown Savings Bank,False,34.0,False,False,False,True,False,False,False,Finance
16374,0.0,1.0,0.0,0.0,2020-02-05,"E.T. Kelly & Associates, LLC",True,1.0,True,False,False,False,True,False,False,Corporation
16375,0.0,1.0,0.0,0.0,2020-02-05,"Hanna Andersson, LLC",False,41.0,False,True,False,False,True,False,False,Corporation
16376,0.0,1.0,0.0,0.0,2020-02-05,Bank of America,False,2.0,True,True,False,False,True,False,False,Technology
16377,0.0,1.0,0.0,0.0,2020-02-06,"Capital One, N.A.",True,13.0,True,False,False,True,True,False,False,Technology
16378,0.0,1.0,0.0,0.0,2020-02-06,"Altice USA, Inc",True,41.0,True,False,True,False,True,False,False,Corporation
16379,0.0,1.0,0.0,0.0,2020-02-06,Lightspeed Technologies Inc.,True,1.0,True,False,False,False,True,False,False,Technology
16380,0.0,1.0,0.0,0.0,2020-02-06,"Heritage Insurance Service, Inc.",True,5.0,True,False,True,False,True,False,False,Finance
16381,0.0,1.0,0.0,0.0,2020-02-07,"Stock & Option Solutions, Inc.",True,3.0,True,False,False,False,True,False,False,Corporation
16382,0.0,1.0,0.0,0.0,2020-02-07,National Academy of Sciences,True,5.0,True,False,False,False,True,False,False,Technology
16383,0.0,1.0,0.0,0.0,2020-02-07,Conduent HR Services LLC,True,8.0,True,True,False,False,True,False,False,Corporation
16384,0.0,1.0,0.0,0.0,2020-02-07,Barnhill Contracting Company,True,2.0,True,False,False,False,True,False,False,Corporation
16385,0.0,1.0,0.0,0.0,2020-02-07,Nelnet,True,1.0,False,True,False,False,False,False,False,Other
16386,0.0,1.0,0.0,0.0,2020-02-10,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
16387,0.0,1.0,0.0,0.0,2020-02-10,St. Mary's Credit Union,False,2.0,False,False,False,True,False,False,False,Healthcare
16388,0.0,1.0,0.0,0.0,2020-02-10,Idaho Central Credit Union,False,3.0,True,True,False,False,True,False,False,Healthcare
16389,0.0,1.0,0.0,0.0,2020-02-10,Main Street Bank,False,1.0,False,False,False,True,False,False,False,Finance
16390,0.0,1.0,0.0,0.0,2020-02-10,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
16391,0.0,1.0,0.0,0.0,2020-02-10,"Novo Nordisk, Inc.",False,6.0,True,False,False,True,True,False,False,Corporation
16392,0.0,1.0,0.0,0.0,2020-02-11,"American Express Travel Related Services Company, Inc",False,2.0,False,False,False,True,False,False,False,Technology
16393,0.0,1.0,0.0,0.0,2020-02-11,Winchester Savings Bank,False,5.0,False,True,False,True,False,False,False,Finance
16394,0.0,1.0,0.0,0.0,2020-02-11,"Group O, Inc.",True,7.0,True,False,False,False,True,False,False,Corporation
16395,0.0,1.0,0.0,0.0,2020-02-11,Gordon Feinblatt LLC,True,2.0,True,False,True,False,True,False,False,Corporation
16396,0.0,1.0,0.0,0.0,2020-02-12,"Kabbage, Inc.",True,2.0,True,True,False,False,True,False,False,Corporation
16397,0.0,0.0,1.0,0.0,2020-02-12,The Village Bank,False,2.0,False,False,False,True,False,False,False,Finance
16398,0.0,1.0,0.0,0.0,2020-02-12,"American Express Travel Related Services Company, Inc.",False,6.0,False,False,False,True,False,False,False,Technology
16399,0.0,1.0,0.0,0.0,2020-02-12,The Lincoln National Life Insurance Company,True,1.0,True,False,False,False,True,False,False,Finance
16400,0.0,1.0,0.0,0.0,2020-02-12,"American Express Travel Related Services Company, Inc.",False,3.0,False,False,False,True,False,False,False,Technology
16401,0.0,1.0,0.0,0.0,2020-02-12,Terlato Wine Group,True,9.0,True,False,True,False,True,False,False,Other
16402,0.0,1.0,0.0,0.0,2020-02-13,Salem Five Cents Savings Bank,False,5.0,False,False,False,True,False,False,False,Finance
16403,0.0,1.0,0.0,0.0,2020-02-13,"American Express Travel Related Services Company, Inc.",False,6.0,False,False,False,True,False,False,False,Technology
16404,0.0,0.0,1.0,0.0,2020-02-13,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
16405,0.0,1.0,0.0,0.0,2020-02-13,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
16406,0.0,1.0,0.0,0.0,2020-02-13,Savers Bank,False,2.0,False,False,False,True,False,False,False,Finance
16407,0.0,0.0,1.0,0.0,2020-02-13,Phoenix Children's Hospital,True,1.0,True,False,False,False,True,False,False,Other
16408,0.0,1.0,0.0,0.0,2020-02-14,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
