,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Organization Categories_Corporation,"Organization Categories_Corporation, State Institution",Organization Categories_Financial,"Organization Categories_Financial, Corporation","Organization Categories_Financial, Corporation, State Institution","Organization Categories_Financial, Health","Organization Categories_Financial, Health, Corporation","Organization Categories_Financial, State Institution",Organization Categories_Health,"Organization Categories_Health, Corporation","Organization Categories_Health, State Institution",Organization Categories_Other,Organization Categories_State Institution,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
12851,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-22,Life Time Inc.,True,2.0,False,True,False,False,False,False,False
12852,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-23,Squire Patton Boggs (US) LLP,True,9.0,True,False,False,False,True,False,False
12853,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-23,Nelnet,False,1.0,False,True,False,False,False,False,False
12854,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-23,NFP Property & Casualty Services Inc.,True,6.0,True,False,False,False,True,False,False
12855,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-23,Winchester Savings Bank,False,1.0,False,False,False,True,False,False,False
12856,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-23,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False
12857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-23,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False
12858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-23,"King & Associates CPA, PC",True,1.0,True,True,False,False,False,False,False
12859,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-23,West Creek Financial Inc.,True,3.0,True,True,True,False,True,False,False
12860,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-23,American Express Travel Related Services Company Inc.,False,6.0,False,False,False,True,False,False,False
12861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-23,Florence Bank,True,4.0,False,False,False,True,False,False,False
12863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-25,"Branton, de Jong and Associates",True,1.0,True,False,False,False,True,False,False
12864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-26,"NWAM, LLC dba Northwest Asset Management dba RIA Innovations",True,20.0,True,True,True,True,True,False,False
12865,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-26,Savers Bank,False,1.0,False,False,False,True,False,False,False
12870,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-03-27,Mintie Corporation,False,4.0,False,False,False,True,True,False,False
12871,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-27,"J. C. Penney Corporation, Inc.",False,5.0,True,False,False,False,True,False,False
12872,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-27,Thundermist Health Center,False,34.0,False,False,False,False,True,False,False
12875,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-28,"ATI Holdings, LLC",True,27.0,True,True,True,True,True,False,False
12876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-03-28,Leadership Platform Acquistion Corporation d/b/a Envision EMI,True,14.0,True,False,False,False,True,False,False
12878,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-29,The Village Bank,False,1.0,False,False,False,True,True,False,False
12880,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-29,The Village Bank,False,1.0,False,False,False,True,False,False,False
12881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-29,The Village Bank,False,1.0,False,True,False,False,False,False,False
12883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-29,Pilgrim Bank,False,1.0,False,False,False,False,False,False,False
12884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-29,Main Street Bank,False,2.0,False,False,False,False,False,False,False
12885,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-29,"Inlanta Mortgage, Inc.",False,3.0,True,True,True,False,True,False,False
12886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-30,"Behavioral Health Network, Inc.",False,34.0,False,False,False,False,False,False,False
12887,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-30,Tidewater Mortgage Services Inc.,True,28.0,True,True,True,False,True,False,False
12888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-03-30,The Alabama Ballet,True,1.0,True,True,False,False,True,False,False
12889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-03-30,Pleasant Solutions Inc.,False,1.0,True,True,False,False,True,False,False
12891,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Mintz Levin,True,1.0,True,False,False,False,False,False,False
12893,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Hobart William Smith Colleges,False,1.0,False,True,False,False,False,False,False
12894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-02,Winchester Savings Bank,True,10.0,True,False,True,True,False,False,False
12896,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Eagle Bank,False,22.0,False,False,False,True,False,False,False
12897,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Hobart William Smith Colleges,True,1.0,False,True,False,False,False,False,False
12898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,TIAA,True,2.0,True,True,False,False,True,False,False
12899,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Massachusetts General Hospital,True,1.0,False,False,False,False,False,False,False
12900,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Mutual One Bank Mutual One,False,1.0,False,False,False,True,False,False,False
12901,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
12902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-02,Citi NA,False,1.0,False,False,False,True,True,False,False
12905,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Dedham Savings,False,1.0,False,True,False,False,False,False,False
12906,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-02,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
12907,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-03,Massachusetts General Hospital,True,1.0,False,False,False,False,False,False,False
12909,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-03,Institute for Supply Management,True,16.0,False,False,False,False,False,False,False
12910,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-03,St. Mary's Credit Union,False,1.0,False,True,False,False,False,False,False
12911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-03,Citizens Financial Group,False,2.0,False,False,False,True,False,False,False
12912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018-04-03,Nationstar Mortgage LLC d/b/a Mr. Cooper Home Loans,True,1.0,False,True,False,False,True,False,False
12913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-03,US GreenFiber LLC,True,27.0,True,False,True,False,False,False,False
12914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-03,American Express Travel Related Services Company Inc.,False,1.0,False,False,False,True,True,False,False
12915,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-03,Cetera Advisor Networks LLC,True,2.0,True,False,False,False,False,False,False
12916,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-03,City of Thousand Oaks,True,2.0,False,False,False,True,False,False,False
12918,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-04,St. Mary's Credit Union,False,2.0,False,True,False,False,False,False,False
12919,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-04,Charles Schwab & Co. Inc.,True,1.0,False,True,False,False,False,False,False
12920,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-04,Intuit Inc.,True,5.0,True,True,True,False,True,False,False
12922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-05,Ameriprise Financial,True,2.0,True,False,False,False,True,False,False
12923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-05,American Express Travel Related Services Company Inc,False,24.0,False,False,False,True,False,False,False
12924,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-05,bio-rad.com,True,9.0,True,False,False,False,True,False,False
12925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-04-05,Interval International Inc.,False,21.0,False,False,False,True,True,False,False
12926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-06,"Hasbro, Inc.",False,11.0,True,True,True,True,True,False,False
12927,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-06,Winchester Savings Bank,False,2.0,False,False,False,True,True,False,False
12928,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-06,The Vanguard Group Inc.,True,1.0,False,True,False,False,False,False,False
12929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-04-06,Keurig Green Mountain Inc.,True,5.0,True,True,False,False,True,False,False
12930,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-04-06,The Village Bank,False,3.0,False,False,False,True,False,False,False
12931,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-07,Dedham Savings,True,1.0,True,False,False,False,False,False,False
12932,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-09,Cigna,True,7.0,True,False,False,False,True,False,False
12933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-04-09,Pilgrim Bank,False,2.0,False,False,False,True,False,False,False
12935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-04-09,Massachusetts General Hospital,True,1.0,True,False,False,False,True,False,False
12936,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-09,Massachusetts General Hospital,True,1.0,True,False,False,False,True,False,False
12937,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-09,Bank of Canton,True,1.0,True,False,False,False,False,False,False
12938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-09,Savers Bank,False,4.0,False,False,False,True,False,False,False
12939,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-10,Town of Dover,True,1.0,True,False,False,False,True,False,False
12940,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-10,"Whitmer & Company CPA's, LLP",False,3.0,True,True,True,False,True,False,False
12942,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-11,Securian Financial Services,True,1.0,False,True,False,False,True,False,False
12943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-11,American Honda Finance,True,2.0,False,True,False,False,True,False,False
12944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-04-12,St. Mary's Credit Union,False,10.0,False,False,False,True,False,False,False
12945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-12,Eagle Bank,False,10.0,False,False,False,True,False,False,False
12946,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-12,Control Technologies Inc.,True,14.0,True,False,False,False,True,False,False
12947,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-12,"Mise En Place Restaurant Services, Inc.",True,10.0,True,True,False,False,True,False,False
12950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-13,DiVirgilio Insurance & Financial Group,False,8.0,False,True,False,False,True,False,False
12951,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-13,Winchester Savings Bank,False,3.0,True,False,False,True,False,False,False
12952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-13,ABC Phones of North Carolina Inc. dba Victra,True,8.0,True,True,True,True,True,False,False
12955,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-13,Savers Bank,False,4.0,False,False,False,True,False,False,False
12956,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-13,Mutual One Bank,False,3.0,False,False,False,True,False,False,False
12957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-13,Iditarod Trail Committee Inc.,False,2.0,True,False,False,False,True,False,False
12958,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-13,Bank of America,False,1.0,True,True,False,False,True,False,False
12960,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-13,Albertsons Companies Inc.,True,5.0,True,True,False,False,True,False,False
12961,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-13,Beth Israel Deaconess Medical Center,True,1.0,False,False,False,False,True,False,False
12962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-16,The Village Bank,False,1.0,False,False,False,True,False,False,False
12963,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-16,The Village Bank,False,6.0,False,False,False,True,False,False,False
12964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-16,"United Shore Financial Services, LLC",True,1.0,True,False,True,False,True,False,False
12965,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-16,Golter Law Office LLC,True,1.0,True,True,True,True,True,False,False
12967,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-17,Savers Bank,False,2.0,False,False,False,True,False,False,False
12968,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-17,Honda Financial Services,False,2.0,False,True,False,False,True,False,False
12971,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-17,Citigroup Global Markets Inc,True,1.0,False,False,False,False,True,False,False
12972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-17,Holy Family Hospital,False,1.0,True,False,False,False,False,False,False
12973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-17,Polish National Credit Union,True,3.0,True,False,False,False,True,False,False
12975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-18,St. Mary's Credit Union,False,1.0,False,True,False,False,False,False,False
12976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-18,Amercian Express Travel Related Services,False,1.0,False,False,False,True,False,False,False
12977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-18,"Michael Gruber, DMD, PA",False,1.0,True,False,False,False,True,False,False
12978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-18,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
12979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-04-18,Mutual One,False,1.0,False,False,False,True,False,False,False
12980,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-19,"Strategic Analysis, Inc.",False,29.0,True,True,False,False,True,False,False
12983,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-19,"LI Tax & Planning, Inc.",False,7.0,True,False,False,False,True,False,False
12984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-19,"B.T.C.E., Inc. d/b/a HomeBrewIt.com",False,14.0,False,False,False,True,True,False,False
12985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-19,Sage Bank,True,19.0,False,True,False,False,True,False,False
12986,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-19,Holy Family Hospital,True,1.0,True,False,False,False,True,False,False
12988,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-19,"Premier Fixtures, LLC",True,6.0,True,True,True,False,True,False,False
12989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-19,Savers Bank,False,1.0,False,False,False,True,False,False,False
12990,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-19,"Office Images, Inc. dba Trainers Warehouse",True,16.0,False,False,False,True,False,False,False
12991,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,Winchester Savings Bank,False,8.0,True,True,False,True,False,False,False
12994,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,Blue Cross and Blue Shield Association,True,3.0,True,False,False,False,True,False,False
12995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-20,American Esoteric Laboratories,False,3.0,False,False,False,False,True,False,False
12996,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,"American Express Travel Related Services Company, Inc.",False,12.0,False,False,False,True,False,False,False
12997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,Rockland Trust Company,True,2.0,False,True,False,False,True,False,False
12998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,Rockland Trust Company,True,2.0,False,True,False,False,True,False,False
12999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,Rockland Trust Company,True,2.0,False,True,False,False,True,False,False
13000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False
13001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,"The Vanguard Group, Inc.",False,1.0,False,True,False,False,False,False,False
13004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-23,CNU Online Holdings LLC,False,22.0,False,True,False,False,False,False,False
13006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-23,Capital Digestive Care,True,26.0,False,False,False,False,True,False,False
13007,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-23,MCR Investors LLC,False,1.0,True,False,False,False,True,False,False
13008,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-23,"The Vanguard Group, Inc.",True,2.0,False,True,False,False,False,False,False
13009,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-23,Telestream LLC,False,7.0,True,False,False,False,True,False,False
13010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-24,Steward Medical Group,True,1.0,True,False,False,False,False,False,False
13011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018-04-24,Capital One,True,1.0,False,True,False,False,True,False,False
