Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,,,
29673,5/24/2023,Mercer University,Electronic,Yes,168,Yes,,Yes,,Yes,,,,,
29674,5/24/2023,"MedInform, Inc.",Electronic,Yes,8,Yes,Yes,,,Yes,,,,,
29675,5/24/2023,"Goodwill Industries of Greater New York and Northern NJ, Inc.",Electronic,Yes,14,Yes,,,,Yes,,,,,
29676,5/24/2023,"SLT Lending SPV, Inc.",Electronic,Yes,808,,,Yes,,Yes,,,,,
29677,5/24/2023,"PartsSource, Inc.",Electronic,Yes,7,Yes,,Yes,,Yes,,,,,
29678,5/25/2023,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,,,,
29679,5/25/2023,Collegium Charter School,Electronic,Yes,1,Yes,,,,Yes,,,,,
29680,5/25/2023,Winslow Memorial Hospital d/b/a Little Colorado Medical Center,Electronic,Yes,1,Yes,,Yes,,Yes,,,,,
29681,5/25/2023,Navy Federal Credit Union,Electronic,Yes,1,,,,,,,,,,
29682,5/25/2023,"Charles Schwab & Co., Inc.",Paper,Yes,1,Yes,,Yes,,Yes,,,,,
29683,5/25/2023,Constellation Software Inc.,Electronic,Yes,18,Yes,,,,Yes,,,,,
29684,5/25/2023,"Stanford, Munko & Co., PLLC",Electronic,Yes,32,Yes,,,,Yes,,,,,
29686,5/25/2023,"Albany ENT & Allergy Services, PC.",Electronic,Yes,450,Yes,,,,Yes,,,,,
29668,5/25/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29669,5/25/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29670,5/25/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29671,5/25/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29687,5/26/2023,Capital One,Electronic,,164,Yes,,,Yes,Yes,,,,,
29688,5/26/2023,WINCHESTER SAVINGS BANK,Electronic,,13,,,,Yes,,,,,,
29689,5/26/2023,"Rise Interactive Media & Analytics, LLC",Electronic,Yes,1,,,,,Yes,,,,,
29690,5/26/2023,Drive New Jersey Insurance Company,Electronic,Yes,1,Yes,,,,Yes,,,,,
29691,5/26/2023,"Managed Care of North America, Inc.",Electronic,Yes,24555,Yes,,Yes,,Yes,,,,,
29692,5/26/2023,"LX/JT Intermediate Holdings, Inc. d/b/a Bevolution Group",Electronic,Yes,6,Yes,Yes,,,Yes,,,,,
29693,5/26/2023,"McGivney, Kluger, Clark & Intoccia, P.C.",Electronic,Yes,67,Yes,,,,Yes,,,,,
29685,5/26/2023,Wagner Duys & Wood,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,,,,
29709,5/26/2023,"Greater Lawrence Family Health Center, Inc.",Electronic,Yes,795,,,,,Yes,,,,,
29694,5/29/2023,"American Express Travel Related Services Company, Inc.",Electronic,,16,,,,Yes,,,,,,
29695,5/29/2023,"American Express Travel Related Services Company, Inc.",Electronic,,376,,,,Yes,,,,,,
29696,5/29/2023,"American Express Travel Related Services Company, Inc.",Electronic,,21,,,,Yes,,,,,,
29698,5/30/2023,"Wells Fargo Bank, N.A.",Paper,Yes,1,,Yes,,,Yes,,,,,
29705,5/30/2023,Trussway Manufacturing,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,,,,
29706,5/30/2023,"American Express Travel Related Services Company, Inc.",Electronic,,5,,,,Yes,,,,,,
29707,5/30/2023,Over The Top Marketing,Electronic,Yes,8,,,Yes,,Yes,,,,,
29708,5/30/2023,"Wells Fargo Clearing Services, LLC",Electronic,Yes,1,,Yes,,,Yes,,,,,
29710,5/31/2023,Dollar Bank (successor by merger to Standard Bank),Electronic,,8,Yes,Yes,Yes,Yes,Yes,,,,,
29711,5/31/2023,Balarsky and Beebout CPA's,Both,Yes,2,Yes,Yes,Yes,Yes,Yes,,,,,
29712,5/31/2023,"iSpace, Inc.",Electronic,Yes,6,Yes,,,,Yes,,,,,
29713,5/31/2023,"MasterCorp, Inc.",Electronic,Yes,3,Yes,,,,Yes,,,,,
29714,5/31/2023,"C-P Flexible Packaging, Inc.",Electronic,Yes,3,Yes,Yes,Yes,,Yes,,,,,
29699,5/31/2023,Franklin Templeton Investments Corporation,Electronic,,27,,Yes,,,,,,,,
29700,5/31/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29701,5/31/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29702,5/31/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29703,5/31/2023,Stanly Community College,Electronic,Yes,2,Yes,,Yes,,Yes,,,,,
29704,5/31/2023,Greenbacker Renewable Energy Company II,Paper,Yes,17,,Yes,,,,,,,,
29716,6/1/2023,Webster Five Cent Savings Bank,Electronic,,2,,,,Yes,,,,,,
29717,6/1/2023,Diamond Lakes Federal Credit Union,Electronic,Yes,2,Yes,Yes,,,Yes,,,,,
29718,6/1/2023,"Converged Security Solutions, LLC",Electronic,Yes,15,Yes,Yes,Yes,,Yes,,,,,
29719,6/1/2023,Gateway First Bank,Electronic,Yes,7,Yes,,,,Yes,,,,,
29721,6/1/2023,First Republic Bank,Paper,,1,Yes,Yes,Yes,,Yes,,,,,
29722,6/2/2023,Adams Community Bank,Electronic,,1,,,,Yes,,,,,,
29723,6/2/2023,Massasoit Community College,Paper,Yes,43,Yes,,,,Yes,,,,,
29724,6/2/2023,"The Edinburg Center, Inc.",Electronic,Yes,1,Yes,,,,Yes,,,,,
29725,6/2/2023,Winchester Savings Bank,Electronic,,9,,,,Yes,,,,,,
29726,6/2/2023,Watertown Savings Bank,Electronic,,3,,,,Yes,,,,,,
29727,6/2/2023,"Steward Partners Global Advisory, LLC",Electronic,Yes,1,,Yes,,,,,,,,
29728,6/2/2023,"Alan J. Straus, P.C.",Electronic,Yes,7,Yes,Yes,,,Yes,,,,,
29729,6/2/2023,Numerix LLC,Electronic,Yes,8,Yes,Yes,Yes,,Yes,,,,,
29730,6/2/2023,Heavy Hammer,Electronic,Yes,314,,Yes,,Yes,Yes,,,,,
29731,6/2/2023,"CareNet Medical Group, PC",Electronic,Yes,6,Yes,Yes,,,Yes,,,,,
29732,6/2/2023,"American Express Travel Related Services Company, Inc.",Electronic,,34,,,,Yes,,,,,,
29733,6/2/2023,"Angola Wire Products, Inc.",Electronic,Yes,1,Yes,,,,Yes,,,,,
29734,6/2/2023,Howard County Library System,Electronic,Yes,2,Yes,,,,Yes,,,,,
29720,6/2/2023,"Mercy Medical Center - Clinton, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,,,,
29735,6/5/2023,Petaluma Health Center,Electronic,Yes,108,Yes,,Yes,,Yes,,,,,
29736,6/5/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29737,6/5/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29738,6/5/2023,General Motors Holdings LLC,Electronic,Yes,1,,,,Yes,,,,,,
29739,6/5/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29740,6/5/2023,Gallivan White & Boyd,Electronic,Yes,1,Yes,,,,Yes,,,,,
29741,6/5/2023,Pearland Independent School District,Electronic,Yes,61,Yes,Yes,,,Yes,,,,,
29742,6/5/2023,"Reventics, LLC",Electronic,Yes,2965,Yes,,,,Yes,,,,,
29743,6/6/2023,"Arpin International Group, Inc",Electronic,Yes,3,Yes,,,,Yes,,,,,
29744,6/6/2023,The Village Bank,Electronic,,3,,,,Yes,,,,,,
29745,6/6/2023,"American Cancer Society, Inc.",Electronic,Yes,1,,,,Yes,,,,,,
29746,6/6/2023,"Guideline, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
29750,6/6/2023,Resonant Inc.,Electronic,Yes,2,Yes,,,,,,,,,
29751,6/6/2023,Arandell Corporation,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,,,,
29752,6/7/2023,"EyeMed Vision Care, LLC",Electronic,,6,,,,,Yes,,,,,
29753,6/7/2023,KeyBank,Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
29754,6/7/2023,"CGM, Inc.",Electronic,Yes,769,Yes,,,,Yes,,,,,
29755,6/7/2023,"Marshall & Melhorn, LLC",Electronic,Yes,54,Yes,Yes,Yes,,Yes,,,,,
29756,6/7/2023,"Exeter Finance, LLC",Electronic,,5,,Yes,Yes,,Yes,,,,,
29747,6/7/2023,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,,,,
29748,6/7/2023,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,,,,
29749,6/7/2023,"Kretek International, Inc.",Electronic,Yes,3,Yes,,,,Yes,,,,,
29759,6/8/2023,"JPMorgan Chase Bank, N.A.",Paper,Yes,1,Yes,,,,Yes,,,,,
29760,6/8/2023,"Headwall Photonics, Inc.",Electronic,Yes,161,Yes,,Yes,,Yes,,,,,
29761,6/8/2023,PharMerica Corporation,Electronic,Yes,384938,Yes,,,,Yes,,,,,
29757,6/8/2023,"llihartx, LLC",Electronic,,31505,Yes,,,,Yes,,,,,
29758,6/9/2023,"Channel Building Company, Inc.",Electronic,Yes,7,Yes,Yes,,,Yes,,,,,
29762,6/9/2023,The Village Bank,Electronic,,1,,,,Yes,,,,,,
29763,6/9/2023,WINCHESTER SAVINGS BANK,Electronic,,14,,,,Yes,,,,,,
29764,6/9/2023,"Leidos, Inc.",Electronic,,2,Yes,,,,,,,,,
29765,6/9/2023,"Wasserstrom Holdings, Inc.",Electronic,Yes,12,Yes,,,,Yes,,,,,
29766,6/9/2023,"CMC Group, Inc.",Electronic,Yes,2,Yes,,,,Yes,,,,,
29767,6/9/2023,Harvard Pilgrim Health Care,Electronic,Yes,2109381,Yes,,,,Yes,,,,,
29768,6/9/2023,Generations Federal Credit Union,Electronic,Yes,4,Yes,Yes,,Yes,Yes,,,,,
29769,6/9/2023,"Charles Schwab & Co., Inc.",Electronic,,15,Yes,Yes,Yes,,Yes,,,,,
29770,6/9/2023,TST BOCES,Electronic,Yes,20,Yes,Yes,,,Yes,,,,,
29771,6/9/2023,"CIBT, Inc.",Electronic,Yes,117,Yes,Yes,Yes,,Yes,,,,,
29772,6/9/2023,"Justworks, Inc.",Electronic,Yes,3,Yes,Yes,,,Yes,,,,,
29773,6/9/2023,"Bell-Carter Foods, LLC.",Electronic,Yes,3,Yes,Yes,,,Yes,,,,,
29775,6/12/2023,"Wells Fargo Bank, N.A.",Paper,Yes,1,Yes,Yes,,,Yes,,,,,
29776,6/12/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29778,6/12/2023,"Emmer Bros., LLC",Electronic,Yes,6,Yes,,Yes,Yes,Yes,,,,,
29779,6/12/2023,Great Valley Cardiology,Electronic,Yes,157,Yes,,,,Yes,,,,,
29780,6/12/2023,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,Yes,,,,Yes,,,,,
29781,6/12/2023,Kiefer Aquatics,Electronic,Yes,625,,,,Yes,,,,,,
30125,6/12/2023,HopSkipDrive,Electronic,Yes,,,,,,,,,,,
29783,6/13/2023,Adams Community Bank,Electronic,,1,,,,Yes,,,,,,
29784,6/13/2023,Eastern Bank,Electronic,,90,,,,Yes,,,,,,
29785,6/13/2023,BankProv,Electronic,Yes,1,Yes,Yes,Yes,,,,,,,
29786,6/13/2023,"Forsyth County, Georgia",Electronic,Yes,2,Yes,,Yes,,Yes,,,,,
29787,6/13/2023,SAVERS BANK,Electronic,,2,,,,Yes,,,,,,
29788,6/13/2023,SAVERS BANK,Electronic,,1,,,,Yes,,,,,,
29789,6/13/2023,The Village Bank,Electronic,,13,,,Yes,Yes,,,,,,
29790,6/13/2023,Varnum LLP,Electronic,Yes,2,Yes,,,,Yes,,,,,
29791,6/13/2023,"Loeb & Loeb, LLP",Electronic,Yes,8,Yes,,,,Yes,,,,,
29792,6/13/2023,M&T Bank,Electronic,Yes,2,,Yes,,,Yes,,,,,
29793,6/14/2023,"International Chapter of the
P.E.O. Sisterhood",Electronic,Yes,1367,Yes,Yes,,,Yes,,,,,
29794,6/15/2023,Rockland Trust,Electronic,Yes,2,,,,Yes,Yes,,,,,
29795,6/15/2023,Assurance Financial Group LLC,Electronic,,2,Yes,,,,Yes,,,,,
29796,6/15/2023,Eagle Bank,Electronic,,1,,,,Yes,,,,,,
29797,6/15/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29798,6/15/2023,AETHERA LLC dba John & Kira's,Electronic,,391,,,,Yes,,,,,,
29799,6/15/2023,Bank of America,Electronic,Yes,10,Yes,Yes,,,Yes,,,,,
29801,6/15/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29802,6/15/2023,Mutual One Bank,Electronic,,1,,,,,,,,,,
29803,6/16/2023,The Hatcher Agency,Electronic,Yes,1,Yes,,Yes,,Yes,,,,,
29804,6/16/2023,Morgan Stanley Smith Barney LLC,Paper,,1,,Yes,,,,,,,,
29805,6/16/2023,Capital One,Electronic,Yes,4,Yes,,,Yes,Yes,,,,,
29806,6/16/2023,Guardian Life Insurance Company,Paper,Yes,17,,Yes,,,,,,,,
29807,6/16/2023,"New Horizons Medical, Inc.",Electronic,Yes,12157,Yes,Yes,Yes,,Yes,,,,,
29808,6/16/2023,Treeways Holdings LLC,Electronic,Yes,6,Yes,,,,Yes,,,,,
29809,6/16/2023,Pickleball Central,Electronic,,77,,,,Yes,,,,,,
29814,6/16/2023,Des Moines Public Schools,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,,,,
29815,6/16/2023,"Gibson, Dunn & Crutcher LLP",Electronic,Yes,3,Yes,,Yes,,Yes,,,,,
29816,6/16/2023,"American Express Travel Related Services Company, Inc.",Electronic,,8,,,,Yes,,,,,,
29817,6/16/2023,Honeywell International Inc.,Electronic,,2,Yes,,,,Yes,,,,,
29829,6/16/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29830,6/16/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29831,6/16/2023,Sterling Total Wealth Solutions,Electronic,,3,Yes,Yes,Yes,Yes,Yes,,,,,
29800,6/16/2023,McCracken Financial Solutions Corp.,Electronic,Yes,50,Yes,,,,Yes,,,,,
29782,6/19/2023,"Desai & Shah, PC, CPA",Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
29810,6/19/2023,"American Express Travel Related Services Company, Inc.",Electronic,,3049,,,,Yes,,,,,,
29811,6/19/2023,iottie Inc.,Electronic,Yes,7,,,,Yes,,,,,,
29813,6/19/2023,Hanson Faso Sales & Marketing,Electronic,Yes,1,Yes,,,,Yes,,,,,
29812,6/20/2023,WINCHESTER SAVINGS BANK,Electronic,,13,,,,Yes,,,,,,
29818,6/20/2023,"Bay Crest Partners, LLC",Electronic,Yes,3,Yes,,Yes,,Yes,,,,,
29833,6/20/2023,Cushing Academy,Electronic,Yes,2138,Yes,Yes,Yes,Yes,Yes,,,,,
29834,6/20/2023,Magavern Magavern Grimm LLP,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,,,,
29832,6/21/2023,Mondelez Global LLC,Electronic,,750,Yes,,,,Yes,,,,,
29836,6/21/2023,"Markwins Beauty Brands, Inc.",Electronic,Yes,4,Yes,,,,Yes,,,,,
29837,6/21/2023,"BrightSpring Health Services, Inc.",Electronic,Yes,22,Yes,,,,Yes,,,,,
29838,6/21/2023,"Southern Maryland Electric Cooperative, Inc.",Electronic,Yes,1,Yes,,,,Yes,,,,,
29819,6/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29820,6/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29821,6/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29822,6/21/2023,Mutual One Bank,Electronic,,,,,,Yes,,,,,,
29823,6/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29824,6/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29825,6/21/2023,Main Street Bank,Electronic,,1,,,,Yes,,,,,,
29826,6/21/2023,Main Street Bank,Electronic,,4,,,,Yes,,,,,,
29827,6/21/2023,Amica,Electronic,Yes,1,,,Yes,,Yes,,,,,
29828,6/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30262,6/21/2023,"Fidelity National Information Services, Inc.",Electronic,,167,Yes,,,,,,,,,
29839,6/22/2023,Arc Home LLC,Electronic,Yes,5,,Yes,,,Yes,,,,,
29840,6/22/2023,Limbach Facility Services LLC,Electronic,Yes,508,Yes,Yes,Yes,,Yes,,,,,
29841,6/22/2023,Peavey Electronics,Electronic,Yes,1,Yes,Yes,,,,,,,,
29835,6/22/2023,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,,,,
29842,6/23/2023,Workers Federal Credit Union,Electronic,,552,Yes,,,,Yes,,,,,
29843,6/23/2023,The Village Bank,Electronic,,1,,,,Yes,,,,,,
29844,6/23/2023,"American Airlines, Inc.",Electronic,,38,Yes,,Yes,,Yes,,,,,
29845,6/23/2023,Integrated Dynamics Engineering Inc,Electronic,Yes,27,,,Yes,,Yes,,,,,
29846,6/23/2023,Southwest Airlines Co.,Electronic,,9,Yes,,Yes,,Yes,,,,,
29847,6/23/2023,NatureWorks LLC,Electronic,Yes,1,,Yes,,Yes,Yes,,,,,
29849,6/23/2023,GeoSouthern Energy Corporation,Electronic,Yes,16,Yes,,,,Yes,,,,,
29850,6/23/2023,Wilton Reassurance Company,Electronic,,8430,Yes,,,,Yes,,,,,
29851,6/23/2023,"Citibank, N.A.",Electronic,,1,Yes,,,Yes,Yes,,,,,
29852,6/23/2023,"AnnuityRateWatch.com, Inc.",Electronic,Yes,16,,,,Yes,Yes,,,,,
29853,6/23/2023,"Dr. Gary Motykie, M.D., a Medical Corporation",Electronic,Yes,12,Yes,Yes,Yes,Yes,Yes,,,,,
29854,6/26/2023,"Vitality Management Company, LLC",Electronic,,2,Yes,,,,Yes,,,,,
29855,6/26/2023,Allegiant Air LLC,Electronic,,1,Yes,,,,Yes,,,,,
29856,6/26/2023,Jackson National Life Insurnace Company,Electronic,Yes,14622,,Yes,,,,,,,,
29857,6/26/2023,Town of Braintree,Electronic,Yes,2337,Yes,Yes,Yes,,Yes,,,,,
29858,6/26/2023,Jackson National Life Insurance Company,Electronic,,563,Yes,,,,Yes,,,,,
29859,6/26/2023,"Incredible Technologies, Inc.",Electronic,Yes,5,Yes,,,,Yes,,,,,
29848,6/26/2023,WINCHESTER SAVINGS BANK,Electronic,,9,,,,Yes,Yes,,,,,
29862,6/26/2023,Topcon Healthcare Solutions Inc.,Electronic,,4,,,,,Yes,,,,,
29863,6/26/2023,"Asakura Robinson Company, LLC",Electronic,,6,Yes,,,,Yes,,,,,
29864,6/26/2023,Conner Strong & Buckelew,Electronic,,3,Yes,,,,Yes,,,,,
29865,6/27/2023,"Fleming, Tawfall & Company, P.C.",Electronic,,2,Yes,,,,Yes,,,,,
29866,6/27/2023,Datasite LLC,Electronic,,15,Yes,,,,Yes,,,,,
29867,6/27/2023,"Storck CPA, P.C.",Electronic,,1,Yes,Yes,,,,,,,,
29868,6/27/2023,Intuit Inc.,Electronic,,6,Yes,,Yes,,Yes,,,,,
29869,6/27/2023,Apple Bank,Electronic,,7,,Yes,,Yes,Yes,,,,,
29870,6/27/2023,"Wubbels & Duffy, CPA, RLLP",Electronic,,4,Yes,,Yes,,Yes,,,,,
29871,6/27/2023,Seamen's Bank,Electronic,Yes,981,Yes,Yes,,,Yes,,,,,
29872,6/27/2023,Talcott Resolution Life Insurance Company,Electronic,,10168,Yes,,,,Yes,,,,,
29873,6/27/2023,People's Credit Union,Electronic,,2,Yes,,,,Yes,,,,,
29874,6/28/2023,Ames Rubber Corporation,Electronic,,5,Yes,,,,Yes,,,,,
29875,6/28/2023,Dedham Savings,Electronic,Yes,39,,,,Yes,,,,,,
29876,6/28/2023,Wealth Enhancement Group,Electronic,,26,Yes,Yes,Yes,,Yes,,,,,
29877,6/28/2023,"Treadwell, Tamplin &Co., CPA's, LLP",Electronic,,1,Yes,,,,Yes,,,,,
29878,6/28/2023,Roosevelt University,Electronic,,197,Yes,,Yes,,Yes,,,,,
29879,6/28/2023,"Western Telematic, Inc.",Electronic,,1,Yes,,,,Yes,,,,,
29880,6/28/2023,New England Ice Cream Company,Electronic,,472,Yes,,,,Yes,,,,,
29881,6/28/2023,University of Health Sciences and Pharmacy in St. Louis,Electronic,,1,Yes,Yes,,,Yes,,,,,
29888,6/28/2023,Talcott Resolution Life Insurance Company,Electronic,,9832,Yes,,,,Yes,,,,,
29860,6/28/2023,Town of Dracut,Paper,,1,Yes,,,,Yes,,,,,
29861,6/28/2023,"Citi Trends, Inc.",Electronic,,564,Yes,Yes,,,Yes,,,,,
29990,6/28/2023,The Commonwealth of Massachusetts Office of Health and Human Services,Undefined,,1,Yes,,,,,,,,,
29992,6/28/2023,"Burke Consulting, LLC",Electronic,,,Yes,Yes,,Yes,Yes,,,,,
29889,6/29/2023,USAA,Electronic,,288,,Yes,Yes,Yes,Yes,,,,,
29890,6/29/2023,"FirstKey Homes, LLC",Electronic,,1,Yes,,,,Yes,,,,,
29891,6/29/2023,"Advanced Medical Management, LLC",Electronic,Yes,57,Yes,,Yes,,Yes,,,,,
29892,6/29/2023,"AMERICAN MASTER PRODUCTS, INC. - DBA JERRY BAKER",Electronic,,8,,,,Yes,,,,,,
29893,6/29/2023,"BAKER'S BEST HEALTH PRODUCTS, INC",Electronic,,28,,,,Yes,,,,,,
29894,6/29/2023,Halma plc,Electronic,,91,Yes,Yes,,,Yes,,,,,
29895,6/29/2023,Brigham and Women's Hospital,Electronic,Yes,1,Yes,,,,Yes,,,,,
29896,6/29/2023,Community Research Foundation,Electronic,Yes,2,Yes,,,,Yes,,,,,
29897,6/29/2023,Brigham and Women's Hospital,Electronic,Yes,1,,,,,,,,,,
29898,6/29/2023,Smithfield Specialty Foods Group LLC,Electronic,,710,,,,Yes,Yes,,,,,
29899,6/29/2023,Peters Township School District,Electronic,Yes,3,Yes,,,,Yes,,,,,
29900,6/29/2023,"American Express Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,,,,
29901,6/29/2023,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,,,,
29902,6/29/2023,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,,,,
29903,6/29/2023,"by American Express Travel Related Services Company, Inc.",Electronic,,5,,,,Yes,,,,,,
29904,6/29/2023,Chattanooga State Community College,Electronic,Yes,5,Yes,,,,Yes,,,,,
29882,6/29/2023,Coastal1 Credit Union,Paper,,1,,Yes,,,,,,,,
29905,6/30/2023,"The Vitality Group, LLC",Electronic,,293,Yes,,,,Yes,,,,,
29906,6/30/2023,"Citibank, N.A.",Electronic,Yes,8,Yes,,,Yes,Yes,,,,,
29907,6/30/2023,"South Suburban Surgical Suites, LLC",Electronic,,1,,,Yes,,Yes,,,,,
29908,6/30/2023,"American Express Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,,,,
29909,6/30/2023,Glacier Bay TPA LLC,Electronic,Yes,2,Yes,,,,Yes,,,,,
29910,6/30/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29911,6/30/2023,Mutuanl One Bank,Electronic,,1,,,,Yes,,,,,,
29885,6/30/2023,"bioMérieux, Inc.",Electronic,,18,Yes,,,,Yes,,,,,
29886,6/30/2023,City National Bank of Florida,Electronic,,100,Yes,Yes,,,Yes,,,,,
29887,6/30/2023,Orrick Herrington & Sutcliffe LLP,Electronic,,12069,Yes,Yes,Yes,Yes,Yes,,,,,
29916,6/30/2023,Union Bank and Trust Company,Electronic,,121,Yes,,,,Yes,,,,,
29917,6/30/2023,Clearwater Credit Union,Electronic,,26,Yes,Yes,,,Yes,,,,,
29918,6/30/2023,"Genesis Energy, L.P.",Electronic,Yes,1,Yes,,,,Yes,,,,,
29919,6/30/2023,"Max-Tech, Inc.",Electronic,Yes,3,,,Yes,,Yes,,,,,
29920,6/30/2023,Nucor Corporation,Electronic,,7,,Yes,,,Yes,,,,,
29926,6/30/2023,Lansing Community College,Electronic,Yes,552,Yes,,,,Yes,,,,,
29927,6/30/2023,"Outer Cape Health Services, Inc.",Electronic,Yes,190,Yes,,Yes,,Yes,,,,,
29928,6/30/2023,Realm IDX Inc.,Electronic,,8,Yes,,,,Yes,,,,,
29929,6/30/2023,"United Bankshares, Inc.",Electronic,,6,,Yes,,,Yes,,,,,
29930,6/30/2023,Imagine360,Electronic,,257,Yes,,,,Yes,,,,,
29883,7/2/2023,Dole plc,Electronic,Yes,1,Yes,,Yes,,Yes,,,,,
29884,7/2/2023,Worcester State University,Electronic,,1,,,,,,,,,,
29912,7/3/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29913,7/3/2023,Main Street Bank,Electronic,,2,,,,Yes,,,,,,
29931,7/3/2023,New Hampshire Public Radio,Electronic,Yes,1,Yes,,,,Yes,,,,,
29932,7/3/2023,ARx Patient Solutions,Electronic,Yes,526,Yes,,,,Yes,,,,,
29933,7/3/2023,Webster Five Cent Savings Bank,Electronic,,6,,,,Yes,,,,,,
29934,7/3/2023,"Blockchain Capital, LLC",Electronic,Yes,2,Yes,,,,Yes,,,,,
29935,7/3/2023,Smith Brothers Insurance LLC,Electronic,,221,Yes,Yes,Yes,,Yes,,,,,
29915,7/3/2023,"Lithia Motors, Inc.",Electronic,Yes,1,Yes,,,,Yes,,,,,
29914,7/4/2023,"OPTP, LLC",Electronic,Yes,1,,,,Yes,,,,,,
29936,7/5/2023,"Ameriprise Financial, Inc.",Paper,,1,Yes,Yes,,,Yes,,,,,
29939,7/5/2023,"Smyser Kaplan & Veselka, L.L.P.",Electronic,Yes,11,Yes,Yes,,,Yes,,,,,
29940,7/5/2023,Bristol Myers Squibb,Electronic,,14,Yes,,,,Yes,,,,,
29941,7/5/2023,First Merchants Bank,Electronic,,83,Yes,Yes,,,,,,,,
29942,7/5/2023,"Steward Partners Global Advisory, LLC",Electronic,Yes,1,Yes,Yes,,,,,,,,
29923,7/5/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29924,7/5/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29925,7/5/2023,"Citarell Operating, LLC and Lockwood & Winant Seafood, LLC",Electronic,Yes,142,Yes,Yes,Yes,Yes,Yes,,,,,
29944,7/6/2023,"American Express Travel Related Services Company, Inc.",,,,,,,,,,,,,
29937,7/6/2023,Massachusettes Executive Office of Health and Human Services,Paper,Yes,1,Yes,,,,,,,,,
29938,7/6/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
29946,7/6/2023,Watertown Savings Bank,Electronic,,7,,,,Yes,,,,,,
29947,7/6/2023,"American Express Travel Related Services Company, Inc.",Electronic,,673,,,,Yes,,,,,,
29948,7/6/2023,Sonova,Electronic,Yes,1,,,,Yes,,,,,,
29949,7/6/2023,"TRIANA Biomedicines, Inc.",Electronic,Yes,29,Yes,,Yes,,Yes,,,,,
29950,7/6/2023,KBF CPAs,Electronic,,1,Yes,Yes,,,Yes,,,,,
29951,7/6/2023,USA Baseball,Both,,4,,,Yes,,,,,,,
29952,7/6/2023,Brigham and Women's Hospital,Electronic,,1,Yes,,,,Yes,,,,,
29953,7/6/2023,"OptionMetrics, LLC",Electronic,Yes,1,Yes,,,,Yes,,,,,
29954,7/6/2023,"4LEAF, Inc.",Electronic,Yes,4,Yes,,,,Yes,,,,,
29955,7/6/2023,Ventura County Credit Union,Electronic,Yes,49,Yes,Yes,,Yes,Yes,,,,,
29956,7/6/2023,Indianapolis Museum of Art d/b/a Newfields,Electronic,Yes,6,Yes,,Yes,,Yes,,,,,
