Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21898,8/3/21,Vision for Hope,Electronic,Yes,9,Yes,Yes,,,,,
21893,8/3/21,"SJ Associates NYC, LLC",Electronic,,58,Yes,Yes,,,Yes,,
21972,8/4/21,Raymond James Financial,Electronic,Yes,1,Yes,Yes,,,Yes,,
21971,8/4/21,"McCoy Consulting Services, LLC",Electronic,Yes,1,,Yes,,,Yes,,
21970,8/4/21,Tax by Kathryn LLC,Electronic,Yes,2,Yes,,Yes,,Yes,,
21968,8/4/21,Arcadia University,Electronic,Yes,94,Yes,Yes,,,Yes,,
21967,8/4/21,"Transamerica Retirement Solutions, LLC",Electronic,Yes,187,Yes,,,,Yes,,
21966,8/4/21,TNBANK,Electronic,Yes,1,Yes,,,,Yes,,
21965,8/4/21,Offit Kurman,Electronic,Yes,41,Yes,,Yes,,Yes,,
21964,8/4/21,ExamOne (A Quest Diagnostics company),Paper,Yes,2,,,Yes,,Yes,,
21963,8/4/21,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
21962,8/4/21,Beacon Communities LLC,Electronic,Yes,1159,Yes,Yes,Yes,,Yes,,
21961,8/4/21,Medical Care of Boston Management Corporation; AKA: Beth Israel Deaconess Health Care,Paper,,8,,Yes,,,Yes,,
21960,8/4/21,IAM National Pension Fund,Electronic,Yes,18,Yes,,,,Yes,,
21925,8/4/21,"Webfirst Insurance, LLC",Electronic,,305,Yes,Yes,Yes,Yes,,,
21914,8/4/21,WSSC Water,Electronic,Yes,,Yes,Yes,Yes,,Yes,,
21892,8/4/21,"Citizens Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
21959,8/5/21,St Mary's Credit Union,Electronic,,2,,,,Yes,,,
21958,8/5/21,Webster Five Cents Savings Bank,Electronic,,10,,,,Yes,,,
21957,8/5/21,"Atlantic Coast Dismantling, LLC",Electronic,Yes,262,Yes,Yes,Yes,Yes,Yes,,
21956,8/5/21,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
21955,8/5/21,"Millennium Trust Company, LLC",Electronic,Yes,2,Yes,Yes,,,Yes,,
21954,8/5/21,TIAA,Electronic,Yes,1,Yes,Yes,,,Yes,,
21953,8/6/21,"Embark Holdco Management, LLC",Electronic,Yes,61,Yes,,Yes,,Yes,,
21952,8/6/21,SAVERS BANK,Electronic,,2,,,Yes,,,,
21951,8/6/21,"Bromley Ski Resort, LLC",Electronic,Yes,36,Yes,,Yes,,Yes,,
21950,8/6/21,MassMutual Life Insurance Company,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
21949,8/6/21,Eagle Bank,Electronic,,1,,,,Yes,,,
21948,8/6/21,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
21947,8/6/21,International Orthodox Christian Charities,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
21946,8/6/21,Sherin and Lodgen LLP,Electronic,Yes,869,Yes,Yes,Yes,Yes,Yes,,
21945,8/7/21,"Ibex Global Solutions, Inc.",Electronic,Yes,412,Yes,,Yes,,Yes,,
21944,8/9/21,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,,Yes,,,,,
21943,8/9/21,"Spreadshirt, Inc.",Electronic,Yes,877,,Yes,,,,,
21942,8/9/21,Soroc Technology Inc.,Electronic,Yes,19,,Yes,Yes,,Yes,,
21941,8/9/21,Educators Insurance Agency,Electronic,,8671,,,Yes,,Yes,,
21940,8/9/21,"Kahan Kerensky Capossela, LLP",Electronic,Yes,,Yes,Yes,,,Yes,,
21939,8/9/21,Cumberland Trust and Investment Company,Electronic,Yes,4,Yes,Yes,,,Yes,,
21937,8/10/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
21936,8/10/21,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
21935,8/10/21,Elm3 Financial Group,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
21934,8/10/21,"The Brock Group, Inc",Electronic,Yes,4,Yes,,,,Yes,,
21933,8/10/21,"Bath & Body Works Direct, Inc.",Electronic,Yes,9,,Yes,,,,,
21982,8/11/21,French Connection Holdings Inc.,Electronic,Yes,3,Yes,,,,Yes,,
21980,8/11/21,"NE Peptide, LLC.",Electronic,Yes,121,Yes,,Yes,,Yes,,
21979,8/11/21,"Ipsen, Inc.",Electronic,Yes,17,Yes,Yes,,,Yes,,
21932,8/11/21,"Great Performances/Artists as Waitresses, Inc.",Electronic,Yes,24,Yes,,,,Yes,,
22015,8/12/21,"Hannis T. Bourgeois, LLP",Electronic,Yes,11,Yes,Yes,Yes,Yes,Yes,,
21984,8/12/21,National Association of Criminal Defense Lawyers,Electronic,Yes,2,Yes,,,,Yes,,
21983,8/12/21,Massachusetts Dental Society,Electronic,Yes,1,Yes,,,,Yes,,
21981,8/12/21,Clear Street Management LLC,Electronic,,4,Yes,,Yes,,Yes,,
21978,8/12/21,Fay Sharpe LLP,Electronic,Yes,3,Yes,,,,Yes,,
21977,8/12/21,The Village Bank,Electronic,,1,,,,Yes,,,
21976,8/12/21,The Village Bank,Electronic,,2,,,,Yes,,,
21975,8/12/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
21974,8/12/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
21973,8/12/21,The Village Bank,Electronic,,1,,,,Yes,,,
22014,8/13/21,"JPMorgan Chase Bank, N.A.",Electronic,Yes,3,Yes,Yes,,,Yes,,
22013,8/13/21,Eiger Biopharmaceuticals,Electronic,Yes,6,Yes,Yes,,,Yes,,
22012,8/13/21,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
22011,8/13/21,Orefice & Caliri CPAs,Electronic,Yes,50,Yes,,,Yes,Yes,,
22010,8/13/21,Duke Realty Corporation,Electronic,Yes,5,Yes,,,,Yes,,
22009,8/13/21,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,Yes,,Yes,,Yes,,
22008,8/13/21,The Borough of Haledon New Jersey Police Department,Electronic,Yes,34,Yes,,Yes,,Yes,,
22007,8/13/21,"Morgan Truck Body, LLC",Electronic,Yes,6,Yes,,,,Yes,,
22006,8/13/21,Destination Maternity,Electronic,Yes,1880,Yes,Yes,,,Yes,,
22005,8/13/21,Colonial Pipeline Company,Electronic,Yes,2,Yes,,,,Yes,,
22004,8/13/21,The Research Foundation for the State University of New York,Electronic,Yes,481,Yes,,,,Yes,,
22003,8/13/21,"American Express Travel Related Services Company, Inc",Electronic,,125,,,,Yes,,,
22002,8/13/21,Loyola Press,Electronic,Yes,16,Yes,Yes,,,Yes,,
22001,8/13/21,Mercer Valve Co. Inc.,Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
21986,8/13/21,"VinylMax, LLC",Electronic,Yes,9,Yes,,,,Yes,,
22000,8/16/21,Dedham Savings,Electronic,,12,,,,Yes,,,
21999,8/16/21,New York Life Insurance Company,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
21998,8/16/21,"Illinois Foundation Seeds, Inc",Electronic,Yes,1,Yes,,,,Yes,,
21990,8/16/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
21989,8/16/21,Main Street Bank,Electronic,,1,,,,Yes,,,
21988,8/16/21,The Huntington National Bank,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
21987,8/16/21,Profile Products LLC,Electronic,Yes,1,Yes,,,,Yes,,
21997,8/17/21,Pfizer Inc.,Electronic,,1,Yes,,,,Yes,,
21996,8/17/21,Performive LLC,Electronic,Yes,122,,,,Yes,,,
21995,8/17/21,"RGT Wealth Advisors, LLC",Electronic,Yes,7,,Yes,,,Yes,,
21994,8/17/21,"BlueForce, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
21993,8/17/21,"American Express Travel Related Services Company, Inc.",Electronic,,37,,,,Yes,,,
21992,8/17/21,"American Express Travel Related Services Company, Inc.",Electronic,,5,,,,Yes,,,
22053,8/18/21,"American Express Travel Related Services Company, Inc.",Electronic,,151,,,,Yes,,,
22050,8/18/21,Wolfsdorf Rosenthal LLP (WR Immigration),Electronic,Yes,1,Yes,,,,Yes,,
22049,8/18/21,"American Express Travel Related Services Company, Inc.",Electronic,,151,,,,Yes,,,
22017,8/18/21,"Guardian Community Trust, Inc.",Electronic,Yes,1763,Yes,,,,Yes,,
22016,8/18/21,"The Dixie Group, Inc.",Electronic,Yes,24,Yes,Yes,,,Yes,,
21991,8/18/21,"BackNine Insurance and Financial Services, Inc.",Electronic,Yes,241,Yes,Yes,Yes,,Yes,,
21985,8/18/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22048,8/19/21,NTI,Electronic,Yes,,,Yes,,Yes,,,
22047,8/19/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22046,8/19/21,Walter's Automotive Group,Electronic,Yes,15,Yes,,Yes,,Yes,,
22025,8/19/21,Rockwood School District,Electronic,Yes,27,Yes,Yes,,,Yes,,
22043,8/20/21,"H Mart, Inc.",Electronic,Yes,375,Yes,,,,Yes,,
22042,8/20/21,"Loomis Armored US, LLC",Electronic,Yes,75,Yes,,Yes,,Yes,,
22041,8/20/21,"American Express Travel Related Services Company, Inc.",Electronic,,147,,,,Yes,,,
22024,8/20/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
22023,8/20/21,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
22022,8/20/21,Massachusetts Gaming Commission,Electronic,Yes,10,Yes,Yes,Yes,Yes,Yes,,
22021,8/20/21,Fidelity Information Services,Electronic,Yes,2,Yes,Yes,,,Yes,,
22020,8/20/21,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
22019,8/20/21,Donegal Mutual Insurance Company,Electronic,Yes,20,,,Yes,,Yes,,
22018,8/20/21,"Provisur Technologies, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
22040,8/22/21,Ronald F D'Agostino Insurance Agency Inc,Electronic,,14,,Yes,Yes,Yes,Yes,,
22054,8/23/21,French Connection Holdings Inc.,Electronic,Yes,3,Yes,,,,Yes,,
22052,8/23/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22051,8/23/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22045,8/23/21,Mutual One Bank,Electronic,,,,,,Yes,,,
22044,8/23/21,Main Street Bank,Electronic,,3,,,,Yes,,,
22039,8/23/21,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
22038,8/23/21,"American Express Travel Related Services Company, Inc.",Electronic,,1158,,,,Yes,,,
22037,8/23/21,Salem Five Cents Savings Bank,Electronic,,37,,,,Yes,,,
22036,8/23/21,The Village Bank,Electronic,,3,,,,Yes,,,
22035,8/23/21,BankFlorida,Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
22034,8/23/21,"Strategic Technology Institute, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
22033,8/23/21,"American Freight, LLC & it's related subsidiaries & affiliates, American Freight Outlet Stores, LLC",Electronic,Yes,534,Yes,Yes,,Yes,Yes,,
22032,8/23/21,CarePointe ENT,Electronic,Yes,2,Yes,,,,Yes,,
22031,8/23/21,"Pendrick Capital Partner Holdings, LLC",Electronic,Yes,68,Yes,,,,Yes,,
22243,8/24/21,The Commonwealth of Massachusetts Department of Revenue,Electronic,Yes,1,Yes,,,,Yes,,
22061,8/24/21,Boston Health Care for the Homeless Program,Both,Yes,29,Yes,Yes,,Yes,Yes,,
22060,8/24/21,"JPMorgan Chase Bank, N.A.",Paper,,9,,Yes,,,,,
22059,8/24/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22058,8/24/21,"L. & J.G. Stickley, Inc.",Electronic,Yes,115,Yes,Yes,Yes,Yes,Yes,,
22057,8/24/21,"Columbia Helicopters, Inc.",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
22056,8/24/21,"Georgetown Capital Group, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
22030,8/24/21,Massachusetts Division of Occupational Licensure,Electronic,Yes,1,Yes,,,,Yes,,
22029,8/24/21,"Syufy Enterprises, LP",Electronic,Yes,7,,Yes,,,,,
22028,8/24/21,The Village Bank,Electronic,,1,,,,Yes,,,
22027,8/24/21,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
22026,8/24/21,"MRAG Americas, Inc.",Electronic,,101,Yes,Yes,Yes,Yes,Yes,,
22087,8/25/21,Source4,Electronic,Yes,12,Yes,,,,Yes,,
22063,8/25/21,San Andreas Regional Center,Electronic,Yes,14,Yes,,Yes,,Yes,,
22062,8/25/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
22055,8/25/21,Bell and Howell LLC,Electronic,Yes,2,Yes,,,,Yes,,
22088,8/26/21,Main Street Bank,Electronic,,3,,,,Yes,,,
22086,8/26/21,The Village Bank,Electronic,,1,,,,Yes,,,
22085,8/26/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22084,8/26/21,J.P.Morgan,Electronic,Yes,1,,Yes,,,,,
22083,8/26/21,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
22082,8/26/21,Garda Capital Partners LP,Electronic,Yes,1,Yes,,,,Yes,,
22081,8/26/21,"Harkins Builders, Inc.",Electronic,Yes,4,Yes,Yes,,,Yes,,
22080,8/26/21,ExamOne (A Quest Diagnostics company),Paper,,1,Yes,,Yes,,Yes,,
22079,8/26/21,El Buen Samaritano Episcopal Mission,Electronic,Yes,1,,Yes,,,Yes,,
22078,8/26/21,"Wells Fargo Bank, N.A.",Paper,Yes,1,Yes,Yes,Yes,Yes,Yes,,
22076,8/26/21,Town of Deerfield MA,Electronic,,7690,Yes,,Yes,,Yes,,
22075,8/26/21,T-Mobile USA,Electronic,Yes,1044774,Yes,,Yes,,Yes,,
22242,8/27/21,MutualOne Bank,Electronic,,1,,,,Yes,,,
22241,8/27/21,MutualOne Bank,Electronic,,1,,,,Yes,,,
22240,8/27/21,MutualOne Bank,Electronic,,1,,,,Yes,,,
22074,8/27/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22073,8/27/21,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
22072,8/27/21,LifeLong Medical Care,Electronic,,442,Yes,,,,Yes,,
22071,8/27/21,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
22070,8/27/21,"Coro Medical, LLC",Electronic,Yes,144,,,,Yes,Yes,,
22069,8/27/21,"Electromed, Inc.",Electronic,Yes,796,Yes,,,,Yes,,
22068,8/27/21,McNair & Company,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
22067,8/27/21,The Village Bank,Electronic,,1,,,,Yes,,,
22066,8/27/21,La Jolla Beach & Tennis Club,Electronic,Yes,1,Yes,Yes,,,Yes,,
22065,8/27/21,"SmartStart Employment Screening, Inc.",Electronic,Yes,962,Yes,,Yes,,Yes,,
22064,8/28/21,"Simpler Trading, LLC",Electronic,Yes,1,,,,Yes,,,
22132,8/30/21,"Healthpointe Medical Group, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
22131,8/30/21,"Way Finders, Inc.",Electronic,Yes,4,Yes,,,Yes,Yes,,
22130,8/30/21,Braverman CPA PC,Electronic,Yes,56,Yes,,,Yes,Yes,,
22129,8/30/21,Black Mann and Graham LLP,Electronic,Yes,1,Yes,,Yes,,Yes,,
22091,8/30/21,Emma Willard School,Electronic,Yes,335,Yes,,,,Yes,,
22090,8/30/21,NorthCare,Electronic,,4,Yes,,,,Yes,,
22089,8/30/21,Delta Electronics Manufacturing Corporation,Electronic,Yes,187,Yes,,,,Yes,,
22128,8/31/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22127,8/31/21,Bay Cove Human Services,Electronic,Yes,1,,,,,,,
22126,8/31/21,"People2.0 Global Holdings, Inc.",Electronic,Yes,15,Yes,Yes,,,Yes,,
22125,8/31/21,Savers Bank,Electronic,,3,,,,Yes,,,
22124,8/31/21,Savers Bank,Electronic,,1,,,,Yes,,,
22123,8/31/21,"Atlas Insurance Agency, Inc.",Electronic,Yes,8,,,Yes,,Yes,,
22122,8/31/21,"Career Group, Inc.",Electronic,Yes,247,Yes,,,,Yes,,
22121,8/31/21,"Source One Insurance Group, LLC",Electronic,Yes,6,,,,,Yes,,
22117,8/31/21,"Acclivity Financial, LLC",Electronic,Yes,5,Yes,,,,Yes,,
22094,8/31/21,Claremont Companies,Electronic,Yes,2,Yes,,Yes,,Yes,,
22093,8/31/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22092,8/31/21,True Religion,Electronic,Yes,1,Yes,,,,Yes,,
22120,9/1/21,The Village Bank,Electronic,,1,,,,Yes,,,
22119,9/1/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22118,9/1/21,The Chefs' Warehouse,Electronic,Yes,4,Yes,,,,Yes,,
22116,9/2/21,"MLP Tax & Financial Services, Inc.",Electronic,Yes,9,Yes,Yes,,,Yes,,
22115,9/2/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
22114,9/2/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
22113,9/2/21,Adams Community Bank,Electronic,,2,,,,Yes,,,
22112,9/2/21,Rockland Trust,Electronic,Yes,100,Yes,Yes,,Yes,Yes,,
22111,9/2/21,"Stenograph, L.L.C.",Electronic,Yes,14,Yes,,,,Yes,,
22110,9/2/21,"Sequoia Concepts, Inc.",Electronic,Yes,9,Yes,,,,Yes,,
22095,9/2/21,SAC Wireless,Electronic,Yes,10,Yes,,Yes,,Yes,,
22200,9/3/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22105,9/3/21,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
22104,9/3/21,Hawaiian Dredging Construction Company,Electronic,Yes,5,Yes,Yes,,,Yes,,
22103,9/3/21,"Bonland Industries, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
22102,9/3/21,AMI Investment Management,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
22101,9/3/21,Prairie State Bank & Trust,Paper,Yes,1,,Yes,,,,,
22100,9/3/21,"K and B Surgical Center, LLC",Electronic,Yes,27,,,Yes,,Yes,,
22096,9/3/21,"Diversified Financial Services, LLC",Electronic,Yes,5,Yes,,Yes,,Yes,,
22099,9/4/21,"St. Bernard's School, Inc",Electronic,,5,Yes,,,,Yes,,
22098,9/4/21,Girolo and Nave Inc.,Electronic,Yes,2,,Yes,,,Yes,,
20152,9/4/21,"McDougall & Sons, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
22109,9/7/21,"Lexington Eye Associates, Inc.",Both,Yes,3,Yes,,Yes,,Yes,,
22108,9/7/21,Department of Commerce Federal Credit Union,Electronic,Yes,18,Yes,Yes,,,Yes,,
22107,9/7/21,The Victory Bank of Limerick PA,Electronic,Yes,43,Yes,,Yes,,Yes,,
22106,9/7/21,"Remedial Construction Services, LP",Electronic,Yes,1,Yes,Yes,,,Yes,,
22097,9/7/21,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
24611,9/8/21,Stadium Capital Management LLC,Electronic,Yes,1,Yes,,,,Yes,,
22196,9/8/21,A/Z Corporation,Electronic,Yes,109,Yes,Yes,Yes,Yes,Yes,,
22195,9/8/21,"Radiology Associates of Albuquerque, PA",Electronic,Yes,1,Yes,,,,Yes,,
22194,9/8/21,California Massage Therapy Council,Electronic,Yes,3,,,,Yes,Yes,,
22193,9/8/21,Massachusetts Clean Energy Technology Center,Electronic,Yes,1935,Yes,Yes,Yes,Yes,Yes,,
22197,9/9/21,Eastern Bank,Electronic,,201,,,,Yes,,,
22192,9/9/21,Marine Bank & Trust,Electronic,Yes,19,Yes,Yes,Yes,,Yes,,
22191,9/9/21,"Wells Fargo Bank, N.A.",Paper,Yes,3,Yes,,,,Yes,,
22190,9/9/21,Webster Five Cents Savings Bank,Electronic,,27,,,,Yes,,,
22189,9/9/21,"City of Portland, Texas",Electronic,Yes,1,Yes,,,,Yes,,
22188,9/9/21,University of Baltimore,Electronic,Yes,2,Yes,,,,Yes,,
22187,9/9/21,"Bayonet Plumbing, Heating & Air Conditioning",Electronic,Yes,1,Yes,,Yes,,Yes,,
22201,9/10/21,"CleanSlate Centers, Inc.",Electronic,Yes,761,Yes,Yes,,Yes,Yes,,
22186,9/10/21,DC Group,Electronic,Yes,4,Yes,,Yes,,Yes,,
22185,9/10/21,Leominster Credit Union,Electronic,Yes,21,,Yes,,,Yes,,
22184,9/10/21,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
22183,9/10/21,Kohn Law Firm,Electronic,Yes,3,Yes,,,,Yes,,
22182,9/10/21,"City of Bridgeport, WV",Electronic,Yes,1,Yes,,Yes,,Yes,,
22181,9/10/21,Vermeer Southwest,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
22180,9/10/21,"In-Flight Crew Connections, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
22179,9/10/21,"Rehabilitation Support Services, Inc.",Electronic,Yes,17,Yes,Yes,Yes,Yes,Yes,,
22178,9/11/21,"Wyandot, Inc.",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
22177,9/13/21,Adams Communtiy Bank,Electronic,,2,,,,Yes,,,
22176,9/13/21,Humana Inc,Paper,Yes,7,Yes,,,,Yes,,
22175,9/13/21,"Brunini, Grantham, Grower, & Hewes, PLLC",Electronic,,4,Yes,,,,,,
22174,9/13/21,"Hillmann Consulting, LLC.",Electronic,Yes,85,Yes,Yes,Yes,,Yes,,
22173,9/13/21,Abeo Solutions Inc. d/b/a Crystal Practice Management,Electronic,,1,,,Yes,,,,
22172,9/13/21,Dick Blick Holdings,Electronic,Yes,1314,,,,Yes,,,
22171,9/14/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22170,9/14/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
22169,9/14/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
22168,9/14/21,The Village Bank,Electronic,,2,,,,Yes,,,
22167,9/14/21,WINCHESTER SAVINGS BANK,Electronic,,6,,,,Yes,,,
22166,9/14/21,WINCHESTER SAVINGS BANK,Electronic,,5,,,,Yes,,,
22165,9/14/21,WINCHESTER SAVINGS BANK,Electronic,,5,,,,Yes,,,
22164,9/14/21,"Famous Enterprises, Inc",Electronic,Yes,5,Yes,Yes,Yes,Yes,Yes,,
22163,9/14/21,"Greater Boston Legal Services, Inc.",Electronic,Yes,33894,Yes,,,,Yes,,
22162,9/14/21,"Intera Oncology, Inc.",Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
22161,9/14/21,"Up Entertainment, LLC",Electronic,Yes,1,Yes,,,,,,
22160,9/14/21,"Peabody Properties, Inc.",Electronic,Yes,4756,Yes,Yes,Yes,Yes,Yes,,
22159,9/14/21,Wiggin and Dana LLP,Electronic,Yes,24,Yes,Yes,Yes,,Yes,,
22158,9/14/21,"Millennium Trust Company, LLC",Electronic,Yes,6,,Yes,,,,,
22157,9/14/21,The Village Bank,Electronic,,1,,,,Yes,,,
22156,9/14/21,SAVERS BANK,Electronic,,4,,,,Yes,,,
22155,9/15/21,GREATER NEW BEDFORD REGIONAL VOC-TECH H.S.,Electronic,Yes,834,Yes,,,,Yes,,
22154,9/15/21,Directions for Living,Electronic,Yes,3,Yes,,,,Yes,,
22153,9/15/21,The Republican Governors Association,Electronic,Yes,6,Yes,,,,Yes,,
22152,9/15/21,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
22151,9/15/21,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
22150,9/15/21,Chatham Asset Management,Electronic,Yes,8,Yes,,,,Yes,,
22149,9/15/21,Adams Communtiy Bank,Electronic,,1,,,,Yes,,,
22148,9/15/21,Adams Communtiy Bank,Electronic,,1,,,,Yes,,,
22147,9/15/21,Eastern Propane & Oil,Electronic,Yes,183,Yes,Yes,Yes,,Yes,,
22146,9/15/21,SAVERS BANK,Electronic,,2,,,,Yes,,,
22145,9/16/21,King's Seafood Company,Electronic,Yes,4,Yes,,Yes,Yes,Yes,,
22144,9/16/21,"Norwood, Armstrong & Stokes, PLLC",Electronic,Yes,2,Yes,,,Yes,Yes,,
22143,9/16/21,Salem Five Cents Savings Bank,Electronic,,24,,,,Yes,,,
22142,9/16/21,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
22141,9/16/21,Salem Five Cents Savings Bank,Electronic,,5,,,,Yes,,,
22140,9/16/21,Eastern New Mexico University,Electronic,Yes,3,Yes,,,,Yes,,
22139,9/16/21,"NexBank Capital, Inc",Electronic,Yes,16,Yes,Yes,Yes,Yes,Yes,,
22138,9/16/21,"American Express Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,
22137,9/16/21,Ives Sultan & Spike CPAs,Electronic,Yes,90,Yes,Yes,Yes,,Yes,,
22136,9/16/21,"American Express Travel Related Services Company, Inc.",Electronic,,10,,,,Yes,,,
22135,9/16/21,"American Express Travel Related Services Company, Inc.",Electronic,,19,,,,Yes,,,
22134,9/16/21,"Worksoft, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
22290,9/17/21,Sugar Steel Corporation,Electronic,Yes,16,Yes,,,,Yes,,
22289,9/17/21,Capital One,Electronic,Yes,1,,Yes,,,Yes,,
22288,9/17/21,The Northwestern Mutual Life Insurance Company,Electronic,Yes,7,Yes,Yes,,,Yes,,
22287,9/17/21,"Horizon House, Inc.",Electronic,Yes,7,Yes,,Yes,,Yes,,
22286,9/17/21,Davidson Hotel Company LLC d/b/a/ Davidson Hospitality Group,Electronic,Yes,1,Yes,Yes,,,Yes,,
22285,9/17/21,UBS Financial Securities Inc,Electronic,Yes,1,,Yes,,,,,
22284,9/17/21,Valley National Bank,Electronic,Yes,3,Yes,,,,Yes,,
22283,9/17/21,21c Museum Hotels,Electronic,Yes,6,Yes,Yes,,,Yes,,
22278,9/17/21,"Club Car, LLC",Electronic,Yes,2,Yes,,,,Yes,,
22199,9/17/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22198,9/17/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22133,9/17/21,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
22282,9/19/21,Nations Lending Corporation,Electronic,,162,Yes,,Yes,,Yes,,
22281,9/20/21,"5W Public Relations, LLC",Electronic,Yes,6,Yes,,,,Yes,,
22280,9/20/21,Carmel Clay Schools,Electronic,Yes,10,Yes,,,,Yes,,
22279,9/20/21,Genvey 1A N.V. Curaçao Corporate Entity,Electronic,,11,,Yes,Yes,Yes,,,
22277,9/20/21,"Haynes Furniture Company, Inc.",Electronic,Yes,8,Yes,,,,Yes,,
22276,9/20/21,"Republic Services, Inc",Electronic,,1,,,,Yes,Yes,,
22275,9/20/21,"AETEA Information Technology, Inc.",Electronic,Yes,2,Yes,Yes,,,Yes,,
22274,9/20/21,"Howard Perry & Walston Realty, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
22207,9/20/21,"Tri-Valley, Inc.",Paper,Yes,52,Yes,,,,Yes,,
22206,9/20/21,Mass General Brigham,Electronic,Yes,1,,,,,,,
22205,9/20/21,Mutual One Bank,Electronic,,1,,,,Yes,,,Yes
22204,9/20/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22203,9/20/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22273,9/21/21,"Chokshi, Mund & Raczkowski, PC",Electronic,Yes,72,Yes,Yes,Yes,,Yes,,
22272,9/21/21,PMC Insurance Group,Electronic,Yes,79,Yes,Yes,Yes,,Yes,,
22271,9/21/21,"FUJIFILM Irvine Scientific, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
